FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2005","941","Dockstavarvet AB","","Royal Swedish Navy","Sweden","2004/ /2005 TheMarineAmbulance941, builtbyDockstavarvetfortheRoyalSwedishNavy, encompassespeed, patientcomfort, andsecurity. Thenewvesselhasthesamefacilitiesasthemostmodernroadambulance, andtheboatisfittedwitharmourprotectionwithstanding7.62NatoBallandcollectiveNBC- protection","14.9m","","","","","20tonnes","Scania","DSI14","2","Naval Vessel"
"SSS 2005","Borcus Firdaus 1","Strategic Marine Pty Ltd","Southerly Designs/ /Strategic Marine","Syarikat Borcos Shipping Sdn Bhd","Malaysia","28 August 2005 StrategicMarinelaunchedthefirstofour40mcrewboatsinAugust2005, withthreemoretofollow","40.00m","","","TBA","","50litresGearbox","Cummins","KTA38M2","2","Supply Vessel"
"SSS 2005","Bute","Remontowa SA","Remontowa SA","Caladonian MacBrayne Ltd","UK","22 June 2005 InMarch2004theGdanskyardRemontowasignedthecontractforthedeliveryofonero-ropassengerferryUKownerCaledonianMacBrayneLtd. Thevessel, thefirstbuiltbytheyardforaScottishowner, hasbeendesignedtocarry450passengers, 15crew, and60PBUorsixtrucks. ButewasbuiltosailbetweentheportsofRothsayandWemyssBay, inScotland. ButewasfullydesignedbytheRemontowaDesignOfficeandtanktestandlaketestswereconductedbyCTOGdansk","72.01m","15.5knots","","2612gt","","1682.50tonnes","MAK","8M20","1","Ferry"
"SSS 2005","Capt Rudy","Bollinger Shipyards, , Inc","Bollinger Shipyards, , Inc","Seahorse Marine Inc","USA","19 Nov 2004 CaptRudywasdeliveredtoSeahorseMarineInc, ofLouisiana, USA, athendof2004. BuiltbyBollingerShipyardsInc, CaptRudyisthefirstofanewvesselconcepthatwasmodelledfromanotheroriginalBollinger44.1minisupplyvesseldesign. Thenewdesignprovidesgreatercapacity, hasbettersea-keepingcharacteristics, andseveralotherdesignimprovements","49.83m","","","498gtitc, 92gt","","","Cummins","KTA38MO","2Propellers","Supply Vessel"
"SSS 2005","Douro Queen","Estaleiros Navais de Viana do Castelo, , SA","De Hoop Interantional","Douro Azul","Portugal","May 2005 InthelastweekofMay, ENVCdeliveredtheNB235, DouroQueen. ThispassengersvesselisthefirstofaseriesoftwoforoperationinthecoastalareaC, thatistheAlgarveSea, andRioDouro, inPortugal","78.11m","12knots","","1.587gt","","998.95tonnes","Deutz","TBD616V12","2","Passenger Ship"
"SSS 2005","……………….........Fesco Sakhalin","……………………………....Aker Finnyards Inc ( (Helsinki yard) ), , Finland","…………..Aker Finnyards Inc, , Finland","………Far Eastern Shipping Co Plc, , ( (FESCO) ), , Russia","Russia Flag………………Cyprus ( (temporary) ); ; Russian ( (permanent) ) Totalnumberofsistershipsalreadycompleted…0 Totalnumberofsistershipstillonorder…..…0","16 June 2005 FescoSakhalinhasbeendesignedtoperformadualroleasicebreakerandsupplyvessel. ShewillsupportheExxon/MobilOrlanplatform, workingintheSakhalinsectoroftheRussianFarEastoilfields, whereicerubblebuild-upagainstheplatformbaseisacontinuinghazardinwinter","93.50mBreadth, moulded…………………………………….…21.20m","16.70knotsCargocapacityCargofreshwater…………………………………..320m3Drillwater…………………………………...…….640m3","","6882gtDisplacement……………………………………10,00tonnesDeadweight,design……………………………………3950dwtBlockcoefficient, 7.50mdraught…………………………0.66","","","AzipodV16","8L38B","3","Icebreaker"
"SSS 2005","Fairmount Sherpa","Niigata Shipbuilding & & Repair, , Inc","Niigata Shipbuilding & & Repair, , Inc","MPC Scheepsfounds Fairmount Sherpa BV, , Fairmount Marine BV","The Netherlands","27 May 2005 The75mtowing/salvagetugFairmountSherpahasbeenbuiltforMPCScheepsfoundsFairmountSherpaBVandFairmountMarineBVforworldwidelongdistancedeep-seaoceantowing. BuiltbyNiigataShipbuilding & Repair, inJapan, thevesselcanalsoperateasananchorhandlingtugwithighmanoeuvrabilityservingoffshorerigsandFPSOs. Thefirstjobforthistugwasthetowingofasemi- submersiblebarge, OceanOrc, fromJapantoElSalvador","75.05m","16.51knots (at20% DWcondition, calmsea, cleanbottom, 100% MCR, withoutoperationofshaftgenerator)","","3239gt","","","Wärtsilä","6L32","4","Tug"
"SSS 2005","Grampian Commander","Balenciaga SA Shipyard","IMT Marine Consultants, , Scotland","North Star Shipping Ltd","UK","30 August 2005 GrampianCommanderisthefirstofaseriesofsevenstandbyemergencyresponseandrescuevesselstobebuiltbySpanishshipyardBalenciagaforownerNorthStarShippingLtd, basedinAberdeen, Scotland","48.33m","12.00knots","","1125gt","","","MaK","8M20","1",""
"SSS 2005","KV Harstad","Aker Brattvåg, , Søviknes","Rolls- -Royce Marine, , Ulsteinvik, , Norway","Remøy Shipping/ /Norwegian Coastguard","Norway","February 2005 AnewNorwegianCoastguardmulti-rolevesselHarstad, builtbyAker'sSøviknesyard, inwesternNorway, basedonsteelworkfromAkerTulceainRomaniawasdesignedbyRolls-Royce. ThevesselisownedbyRemøyShipping, whoperateitonlongtermchartertoKystvakten","83m","18.5knots","","approx3120tonnes","","","Bergen","32:40L8P","2",""
"SSS 2005","Highspeed 5","Austal","Austal","Hellenic Seaways","Greece","May 2005 Highspeed5hasrecentlybeendeliveredtoHellenicSeaways - Greece'slargestdomesticferryoperator, transportingapproximatelysixmillionpassengers, 200,00 trucksand800,00 carseveryear. Highspeed5bringsthetotalnumberofvesselsintheHellenicSeawaysfleeto34","85.0m","","","","","","Caterpillar","3618","4",""
