FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2009","AdamsChallenge","AstillerosBalenciagaSA","5.5m","","UK","April2009AdamsChallengeisthelatestdeliveryfromBalenciaga, andthefourthvesselbuiltforthesameowner, AdamsOffshore (UK) Ltd. AdamsChallengeisalsoBalenciaga’slargestandmostcomplexdeliveryfortheoffshoresupportvesselmarket, afieldinwhichtheshipyardhasbeengainingastrongfootholdoverthelastdecade","85.4m","15ktsTonnage","","4098gt","","","Wärtsilä/ 8L26","Wärtsilä/ LCT-FS275-S/WN","4x2600kWat900rpmPropeller","Naval Vessel"
"SSS 2009","Aramara","StrategicMarineMexico","SoutherlyDesigns / StrategicMarine","ArrendadoraOceanMexicana (BlueMarine)","Mexico","October2009StrategicMarineMexico, ashipyardoftheStrategicMarineGroupheadquarteredinWesternAustralia, recentlylauncheditsfirst52mcrewboat, Aramara, forArrendadoraOceanMexicana (BlueMarine). Theofficialnamingceremonyforthevesselwascheduledfor28September2009andwasheldathecompany’shipyardinMazatlan","52m","","","","","","Cummins","KTA50M","4",""
"SSS 2009","BaFong","WangTakEngineering & ShipbuildingCoLtd, GuangdongHongshenShipbuilding & EngineeringCoLtd","WangTakEngineering & ShipbuildingCoLtd, HongKongandSeaSpeedDesign (CMCS), Australia","Xiamen","People’sRepublicofChina","April2009BaFongisthelatestCMCScatamarandesigntobedeliveredfromWangTakShipyardinHongKong","35.60m","28ktsat100%MCRCapacities","","322gt","","116tonnes","MTU","16V200M70","2","Ferry"
"SSS 2009","CarolynDorothy","FossShipyard, Rainier, Oregon","RobertAllanLtdandFossMaritimeCompany","FossMaritimeCompany","USA","January2009Duringthefirstquarterof2009, thentrytoserviceofwhatisbelievedtobetheworld’sfirsthybridtug, Foss’ CarolynDorothy, markedtheintroductionofanewkindofenvironmentallysound, costeffectivetechnologydesignedspecificallyforthemaritimeindustry. TheinnovativetugdesignwasjointlydevelopedbyFossMaritimeandAspinKempandAssociates (AKA)","23.7m","14ktsMainengines","","144grt","","","Cummins","QSK50TierII","2",""
"SSS 2009","CE2","LungTehShipbuildingCoLtd","LungTehShipbuildingCoLtd","HongKongCustomsandExciseDepartment","HongKongSpecialAdministrativeRegionofChina (HKSAR)","August2009LungTehShipyard, theleadingyardinhigh-speedvesselconstruction, hasdesigned, constructedandeliveredthefirstofthree30msteelpatrolvesselstotheHongKongMarineDepartmentinAugust2009","30m","26.75ktsTankcapacities","","","","","Caterpillar","3516C","2","Yacht"
"SSS 2009","CityofPortland","AFTheriault & SonLtd, NovaScotia, Canada","RobertAllanLimited","PortlandFireDepartment","USA","26July2009CityofPortlandisastate-of-the-artfire-fightingvesselbuiltbyAFTheriault & SonLtdofNovaScotia, CanadandesignedbyRobertAllanLimitedofVancouver, CanadaforPortlandFireDepartmentinMaine, USA","20m","18kts","","","","33.9tonnes","CAT","C-12","2",""
"SSS 2009","CostanteNeriandCorradoNeri","AstillerosGondanSA, Spain","Cintranaval/Defcar","FratelliNeriSpA, Italy","Italy","June2009CostanteNeriandCorradoNeriaredoubleazimuthsterndrive (ASD) offshoreterminalescortugsbuiltbyAstillerosGondanshipyardinAsturias, SpainforFratelliNeriSpA, asubsidiaryoftheNeriGroup, inLivornoItaly","35m","13.5kts","","733grt","","","MAN, 9L27/38","","2x6120kWat800rpmeachPropellers","Tug"
"SSS 2009","FarSamson","STXNorwayOffshore, Langsten","Rolls-RoyceMarine, ShipTechnologyOffshore, Ulsteinvik","FarstadShipping","Norway","24March2009FarSamsonisthemostpowerfuloffshorevesseleverbuilt, accordingtodesignerRolls-RoyceMarineofUlsteinvik, Norway. Thisimpressivevesselwasinitiatedbyowner, FarstadShippingofNorway, andrealisedbyRolls-Royceincloseco-operationwiththeowner","121.5m","19kts","","14,740tonnes","","","40V12P","33L9A (engine), AVK (generator)","4x600kWAuxiliarygeneratorset","General Cargo"
"SSS 2009","Farasan","Austal","Austal","KingdomofSaudiArabia (KSA)","SaudiArabia","April2009Farasanisoneoftwo69mAustalhigh-speedvehicle/passengercatamaranferriesdeliveredtotheKingdomofSaudiArabiainApril2009","68.6m","32ktsat90% MCR","","2438gt","","731","MTU","16V400 M73L","4","Ferry"
"SSS 2009","HaiYu","WangTakEngineering & ShipbuildingCoLtd; GuangdongHongshenShipbuilding & EngineeringCoLtd","WangTakEngineering & ShipbuildingCoLtd, HongKong;","ZhuhaiHaitongShipping","People'sRepublicofChina","","33m","27ktsat100%MCR","","322gt","","116tonnes","Caterpillar","C-32","2","Ferry"
