FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2019","AtlanticTitan","ShipbuildingAsia","MacduffShipDesignLtd","HillEnterprisesLtd / StevePiercey","Canada","June2019Designedandbuiltofishforcrabandtrawlfordemersalfish, AtlanticTitanfeaturestheabilitytocompletelyclosethemaindeckareamidships, allowingitoconvertoafullfactoryprocessingdeckformodernfishprocessingandonboardfreezing","","10.5knots","","499tonnes","","800tonnes","Yanmar","6EY17W","1","Naval Vessel"
"SSS 2019","Bremen","BalticWorkboats","BalticWorkboats","GeneralDirectorateofCustoms, FederalRepublicofGermany","Germany","April2019BremenisanexampleofBalticWorkboats’ Patrol24WPclass, a24mpatrolvesseldesignedandbuiltforGermanCustomsneeds","23.99m","25knots","","91tonnes","","56tonnes","MTU","MTU8V200 M72","2","Naval Vessel"
"SSS 2019","Chasewell","WightShipyardCo","ChartwellMarine","TBC","UK","CompletedJune2019Hybridvesselsaren’tjustlimitedtothecoastalferryandshort-seatrades; asChasewelldemonstrates, thisgreener, leanertechnologycanbeappliedtopatrolandpilotboatstoo, helpingportandriverauthorities, naviesandpoliceagenciestomeetincreasinglystrictcleanairstandards. Thiscanbespeciallybeneficialforboatsthatspendalotoftimeloiteringandidling","9.64m","27.5knots","","4tonnes","","5.95tonnes","VolvoPenta","D3-200","2","Naval Vessel"
"SSS 2019","CombatBoat90HSM591 – 608 (18boats)","N. SundinDockstavarvetAB","SwedishDefenceMaterielAdministration","SwedishRoyalNavalDepartment","Sweden","September2019September2019sawthelaunchofthedebutunitinDockstavarvet’snewCombatBoat90 (CB90) HSMclass, thefirstinan18-strongorderfortheSwedishMarineCorps","16.3m",">40knotsMainengine(s)","","","","24.4tonnes","Scania","DI16","2",""
"SSS 2019","CP-8001","JapanMarineUnited","GustoMSC","Penta-Ocean","Japan","Q12019February2019sawshipbuilderJapanMarineUnited (JMU) completeanewGustoMSC- designedjack-up, CP-8001, intendedtoboostJapan’sambitionsingrowingitsdomesticoffshorewindenergysector","","6knotsMainengines","","","","","","","5Propellers","Tug"
"SSS 2019","The “DanMcGrew”","RozemaBoatWorks","CapilanoMaritimeDesignLtd","JDSEnergy & MiningInc","Canada","June2019ChristenedThe “DanMcGrew”, thishallow- draught, steel-hulledtugprimarilycommandedattentionin2019foritslightweightandmodulardesign. DesignedbyCapilanoMaritimeofNorthVancouver, the14.99gtugwasactuallyshippedfromWashington, US-basedaluminiumspecialistRozematotheYukonRiver, northernCanadainfourmodulesections","11.99m","10knots","","14.99tonnes","","53.35tonnes","JohnDeere","6068AFM85","4","Tug"
"SSS 2019","Ellen","SøbyShipyard","JensKristensen","ARO-ferries","Denmark","July2019FundedbytheEUHorizon2020project, the ‘E-ferry’ Ellenconstitutestheprototypeofanext-generation, pure-electricpassengerandvehicleferry. InoperationsinceAugust2019, transportingpassengersbetweentheislandofÆrø, inthesouthofDenmark, andmainlandDenmark, callingatheportsofSøbyandFynshav","59.4m","14.2knotsMainengine(s)","","996tonnes","","933tonnes","DanfossEditron","EM-PMI540-T400-1600- QUAD+BIN+BTMP1+HEAT2","2","Ferry"
"SSS 2019","e-Oshima","OshimaShipbuildingCo","OshimaShipbuildingCo","OshimaSougouServiceCo","Japan","June2019Thetitleof ‘Japan’sfirstall-battery-poweredvessel’ mayhavebeensnappedupbye-Oshima, adouble-endedro-paxferrycompletedbyOshimaShipbuildinginNagasaki – abuilderthatypicallyspecialisesintheconstructionofbulkcarriersandsteelmarine/offshorestructures","35m (approx.)","10knots","","340tonnes","","","","","","Passenger Ship"
"SSS 2019","EtsuzanMaruNo.8","HongawaraShipYardCo","HongawaraShipYardCo","YamaneShippingCo. / Y.S. MarineCo","Japan","May2019It’srarewefeaturechemicaltankersinSignificantSmallShips, butatarelativelymodest65minlength, EtsuzanMaruNo. 8makesitinbyvirtueofbeingthefirstvesseltoadaptanewdesignpatentedasasuitablestructurefortankerscarryingheavyliquidswithighspecificgravity","64.97m","11.12knots","","497tonnes","","1,930.69tonnes","Yanmar","6EY22AW","1","Tanker"
"SSS 2019","E-TWO","DamenShipyardsGroup","DamenShipyardsGroup","EMAROffshoreServices","Netherlands","March2019E-TWOwasbuiltothespecsofDamen’sASDTug2811, thenext-generationversionofthecompany’sASDTug2810design. Basedonthatformat, theASDTug2811featuresenhancedpowerandmanoeuvrability, suitingitohigh- powerapplications, suchasassistingwiththeberthingandunberthingoflargevesselsinmajorportsand/orestrictedwaterways","28.58m","13.6knots","","299tonnes","","512tonnes","Caterpillar","3512CTAHD/D","2","Tug"
