FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2010","ASB Mutiara 5","Strategic Marine","Southerly Designs / Strategic Marine","ASB Maritime Resources / Petronas Carigali","Malaysia","December 2010","40.37m","28knots","","","","","Cummins","KTA38 M2 / KTA50 M2","2 x KTA38 M2 / 1 x KTA50 M2","Tug"
"SSS 2010","BRAtt","Adrenalin Marine Ltd","Robert Allan Ltd","N/A","Canada","N/A","8.53m","8.0knots","","11gt (U.S.)","0","16.46tonnes","Cummins","QSB5.9-230 HD","2","Tug"
"SSS 2010","CarboClyde","Kockums AB Sweden / Karlskrona","Kockums AB / Fintry Marine","Fintry Marine Ltd","UK","September 2010","23.6m","31kts (100% MCR)","","107.35gt","","25knots","MTU","8V2000 M72 including","2","Ferry"
"SSS 2010","Dana Cruz","Fred Wahl Marine","Ag Mcilwain","King River LLC/ Foss Maritime","USA","June 2010","28.04m","","","98gt","0","","Caterpillar","C18B Tier II","3","Barge"
"SSS 2010","FireStorm 70","MetalCraft Marine","MetalCraft Marine","Greatship Global Offshore","USA","January 2010","21.1m","41knots (fully loaded)","","","","","Caterpillar","CAT C18","4","Supply Vessel"
"SSS 2010","Hai Jun","Wang Tak Engineering &","Wang Tak Engineering &","Zhuhai Haitong Shipping","Zhuhai, PRC","December 2009","93.6m","14.5knots","","4765gt","1","","Yanmar","8N280L-EV","4",""
"SSS 2010","Iceni Spirit","South Boats Special","South Boats Special","Iceni Marine Services Ltd","UK","March 2010","33.0m","27knots","","322gt","","116tonnes","Caterpillar","C-32","2","Ferry"
"SSS 2010","M.V. Independence","Derecktor Shipyards","Robert Allan Ltd","Reinauer Transportation","USA","January 2010","15.6m","25knots","","26gt","0","25tonnes","Scania","DI12 69M","2","Ferry"
"SSS 2010","Laboe","Dockstavarvet / JB Seaform","Dockstavarvet","Wasser- und","Germany","November 2010","39.1m","13.5knots","","< 300gt (LC)","","1144tonnes","MTU","16V4000","2","Tug"
"SSS 2010","Loke Viking","Zamakona Yards Bilbao","Vik & Sandvik","Transviking","Sweden","May 2010","16.8m","22knots","","49.9gt","0","33.3tonnes (full load)","Volvo Penta D 16","","2","Pilot Boat"
"SSS 2010","Natalia Bekker","Abeking & Rasmussen","Abeking & Rasmussen","BARD Engineering","Germany","April 2010","85.20m","","","5.109tonnes","6","7.900tonnes @ 6.4m draft","MAK","2 x 6M32 + 2 x 8M32","2","Tug"
"SSS 2010","Normand Ranger","Ulstein Verft","Vik Sandvik (Wärtsilä Ship Design)","Solstad Offshore","Norway","April 2010","26.40m","18knots","","222gt","","","MTU","10V 2000 M72","2","Supply Vessel"
"SSS 2010","ODIN","Swede Ship Marine AB","Swede Ship Marine/ Redningsselskapet","Redningsselskapet","Norway","September 2010","91.0m","18.5knots","","7480tonnes","None","","","","2 options","Supply Vessel"
"SSS 2010","Oita","Shipco Marine","Robert Allan Ltd","Robe River Mining Pty. Ltd","Australia","March 2010","24.7m","29.0knots","","99.0gt","1","90.0tonnes","MTU","16V2000M72","2",""
"SSS 2010","OSG Vision","VT Halter Marine","Ocean Tug & Barge","OSG Delaware","USA","March 2010","32m","13knots","","428gt","0","853tonnes (full load)","Niigata","6l28HX","2","Tug"
