FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2006","Alert","RemontowaSA","BurnessCorlett & Partners","TrinityHouse","UK","10April2006AnewTrinityHouserapidinterventionvessel, namedAlert, wasbuiltbyRemontowatGdansk, inPoland. Thevesselhasnowbeendeployedtocoverthesouth-eastcornerofthecountry, primarilytheDoverStrait, whereshewillbeabletorespondrapidlytoanymaritimeincident. AlertwillhelptoensureTrinityHousecontinuestoprovideanefficientserviceformarinersenteringtheportsandnavigatingtheseawaysunderitsjurisdiction","39.3m","17knots","","302tonnes","","365tonnes","CaterpillarDiesels","50XF5/4","2","Naval Vessel"
"SSS 2006","Arrow","VTHalmaticLtd","CamarcLtd","FalmouthHarbourCommissioners","UK","November2006ThenewpilotboatArrow, aCamarc-designed16mvessel, wasdeliveredtoFalmouthHarbourCommissionersinNovember. ItwasoneoftwovesselsorderedbytheharbourcommissionersandPDPortsinTeesport. ArrowenteredserviceathestartofDecember","16.95m","23.7knotsatfullpower","","","","26.20tonnes","Scania","DI16M-EMS","2",""
"SSS 2006","Axebow101; Axebow102","DamenShipyards","DamenShipyards","OceanTeam","Mexico","September2006ThefirstwoDamenAxeBowvesselsweredeliveredtoOceanteaminSeptember2006andthevesselswerethenleasedbyDiavazforoperationindeepwaterintheGulfofMexico. TheconceptoftheAxeBowvesselsisanadvancementofthe199 enlargedshipconcepthatwasjointlyresearchedbyDamenandDelftUniversity","33.57m","","","","","","Caterpillar","C32B","3",""
"SSS 2006","BergenStar","RMKMarine","Rolls-Royce","HauglandTankers","Norway","August2006BergenStarisa440dwtoilproductanker. ItisthefirstshiptobebuiltoaninnovativeconceptdevelopedbyNVC-DesigninRolls-Royce, combiningatailor-madehulldesignwithadieselmechanicalpropulsionsystembasedontwinAzipullazimuththrusterswithpullingpropellers","89.99m","15knots","","3600gt","","6500tonnes","Bergen","33LGA","2","Tanker"
"SSS 2006","BourbonOrca","UlsteinVerftAS","UlsteinDesignAS","BourbonOffshoreNorway","Norway","2006BourbonOrcathenewUlsteinAX104designisananchorhandlingtugsupplyvessel (AHTS), andwasaresultofcollaborationbetweenBourbonOffshore, shipdesignerUlsteinDesign, andODIM, whichspecialisesinmarineautomatedsystems. ThevesselnoworksundercontractforNorskHydro","86.2m","17.1knots","","4089gt","","","","","4",""
"SSS 2006","CapSigli","UNV","UNV","AlgerianportauthorityofBéjaïa","Algeria","December2005Anewtug, aUNV135AT, calledCapSigli, anazimuthingtractortugof35tonnesbollardpull, wasdeliveredbyUNV, ofSpain, earlyin2006. ThetugwasdeliveredtotheAlgerianportauthorityofBéjaïandisthefirstazimuthingtractortobeusedinAlgeria","29.50m","","","369gt","","","MaK","6M20","2","Tug"
"SSS 2006","CelticAmara","SafehavenMarine","FrankKowalski","BobMorris","UK","20September2006THEGenesis37InterceptorisanewmodelfromshipyardSafehavenMarine. ItisacompletelynewdesignandisareplacementfortheoldInterceptor38model. ThisGenesismodel, calledCelticAmara, iscloselybasedonthecompany’successfulInterceptor42’shull, butincorporatinganumberofrefinementstoprovidevenhigherlevelsofperformanceandseakeeping","11.73m","27knots","","","","7500kg","Caterpillar","C9","1",""
"SSS 2006","Chelsea","EcocatsLimited","JohnBate/MilesPinchin/ DerickReynolds","PortofLondonAuthority","UK","24October2006Traditionaldesignsofpatrolandsafety/rescuecraft, whetherofsemi-displacementorplaninghullform (includingrigidinflatableboats) createsubstantialwash, especiallyinshallowater, whenrequiredtomoveathighspeed, forexamplewhenrespondingtoanemergency. Furthermore, thelargewashcreatedatspeedcanbedamagingtotheriverbank/shorenvironmentandthehighresistancecreatedbythewashcauseshighfuelconsumption, withsubsequentdepletionofuelresourcesandunnecessarilyhighatmosphericemissions","10.65m (includingoutboardengines)","18knots","","","","3.9tonnes, fullyequipped","Yanmar","D36Dieseloutboardmotors","2",""
"SSS 2006","FlorenceMkhize (previouslyChaseOne)","EracoBoatBuilders","EracoBoatBuilders","MarineandCoastalManagement (SouthAfrica)","SouthAfrica","May2006InresponsetoincreasedpoachingandthedepletionofishstocksTheMarineandCoastalManagement (MCM) divisionoftheDepartmentofEnvironmentalAffairsandTourism (DEAT) requestedSouthAfricanboatbuilderstodevelopahighspeedvesselcapableofovertakingandapprehendingorganisedgangsofarmedpoachers","13.31m","65knots","","8.6tonnes","","7.8tonnes","Seatek","820plus","2",""
"SSS 2006","FSCamille","YardimiciShipyard","DeltaMarineCo","FouquetSacopMaritime/ EitzenGroup","French","2006FSCamille, builtbyYardimciShipyardforFouquetSacopMaritime, ofFrance, isasingledeckedshipwithdoublebottomandoublesides, speciallydesignedforbunkeringandship-to-shiptransferoperations. DesignedbytheIstanbul-basedconsultancy, DeltaMarine, thevesselisabletocarrypetroleumproductswithflashpointabove60°C, withthespecificgravitynomorethan1030t/m3at75°C. AnothersisterofthevesselisbeingbuiltinthesameshipyardforYardimciGemiInsaAS","79.90m","11knotsat85% MCR","","2747tonnes","","5668tonnes","Wärtsilä","6L20","2","Bunkering Tanker"
"SSS 2006","GaveaI","RodriquezCantieriNavalidoBrasilSpA","RodriquezCantieriNavali","BarcasSA","Brazil","7July2006InJuly, RodriquezCantieriNavalidoBrasilSpA, theBrazilianyardoftheItalianRodriquezGroup, deliveredthefirstandlaunchedthesecondofsevendoublendedcatamaransunderconstructionforBarcasSA, inRioDeJaneiro, Brazil","51.50m","","","","","325tonnes","MTU","16V200 M70","2","Ferry"
"SSS 2006","GleannMor","SafehavenMarine","FrankKowalski","PortofCork","Ireland","1April2006GleannMorthefirstofclassInterceptor ‘Pilot42’ waslaunchedinApril2006. ThisvesselwasbasedonthesuccessfulInterceptor42hull, whichaseenserviceasclass6passengerboats, workboats, diveboats, andpatrolboats, withover20craftnowinoperationthroughoutheUK, andEurope","13.10m","23knots","","","","18,00kg","Volvo","D12","2",""
"SSS 2006","GoldExpress & SilverExpress","Austal","Austal","L'ExpressdesIlesSA","Guadeloupe","November2005GoldExpressandSilverExpresswerebuiltfortheCaribbeancompanyL'ExpressdesIlesatAustalShipyard’sFremantlefacility. L'ExpressdesIlesferriesoperateregulardomesticandinternationalservicesbetweentheharboursofGuadeloupe, Marie-Galante, LeSaintes, Dominica, Martinique, andSainte-Lucia","45.24m","","","","","","MTU","16V396TE74L","4",""
"SSS 2006","HMSClyde","VTShipbuilding","-","VTShipbuilding/ UKMinistryofDefence","UK","October2006HMSClyde, thefirstshiptobebuiltinPortsmouthNavalBasefornearly40years, wasdeliveredinOctober2006. Thecatalystforthisrenewalinshipbuildingwasthemove, in2003, ofVTShipbuildingto £50millionstate-of-the-artfacilities","81.5m","","","","","","RushtonMarineDiesels","12VRK270","2",""
"SSS 2006","JamesCook","FlekkefjordSlipp & MaskinfabrikkAS","SkipstenkniskAS","TheNaturalEnvironmentResearchCouncil (NERC)/ResearchShipUnit(RSU), NationalOceanographyCentre","UK","31August2006ThenewownerofJamesCook, theNaturalEnvironmentResearchCouncil (NERC), hascharteredthevesseltotheResearchShipUnit (RSU), fromtheNationalOceanographyCentre. Thisvesselprovidesaplatformonandfromwhichscientificexperiments, investigations, andremotequipmentservicingcanbecarriedout. ThemainusersoftheshipwillbeUKuniversitiesandresearchinstitutions, butsomespecialistcommercialchartersmayalsobecarriedout","89.20m","12knots","","5400gt","","","WärtsiläAS","9L20","2","Research Vessel"
"SSS 2006","MermaidInvestigator","CheoyLeeShipyards","InternationalMaritimeConsultantsPtyLtd","MermaidMarineAustraliaLtd","Australia","March2006Amultipurposeutilityvessel, namedMermaidInvestigator, whichwasdeliveredtoMermaidMarineAustraliaLtd, wasconstructedbytheCheoyLeeshipyardinKowloon, andwasoneofthelargestvesselseverbuiltatheHongKongfacility","54.00m","12knots","","1265gt","","1730tonnes (fullyloaded)","Caterpillar","3512B","2",""
"SSS 2006","MileniumTres","Incat","RevolutionDesign","AccionaTrasmediterráneaSA","Spain","September2006Anew98mwavepiercingcatamaranwasdeliveredbyIncat, ofAustralia, toneofSpain’slargestshippingcompanies, AccionaTrasmediterránea","97.22m","","","","","","MANB&W","16RK280diesel","4",""
"SSS 2006","NakilatVI","ArabShipbuildingandRepairYard","HendersonInternational, Dubai","KuwaitOilTankerCo","Kuwait","6thNovember2006TheArabShipbuildingandRepairYardCo (ASRY) deliveredNakilatVIataceremonyinNovember","35.00m","12.5knots","","377gt","","566.73tonnes","Cummins","KTA50M2","2",""
"SSS 2006","NB543","Dockstavarvet","PetterHåkanssonMarine","MexicanNavy","Mexico","June2006Anew11minterceptorcraft, NB543, acompactversionofthelargerIC16MwasdeliveredtotheMexicanNavybyDockstavarvet. Thecraftwasdesignedforpatrollinglittoralwatersandinlandwaterways","11.4m","","","","","8400kg","VolvoPenta","D9","2",""
"SSS 2006","NLVPharos","RemontowaSA","RemontowaSA","Williams & Glyn'sLeasingCoLtdNorthern/LighthouseBoard","UK","3December2006SistershipGalateadeliveredathendof2006","84.20m","12.50knots","","3569tonnes","","","Wärtsilä","SimradSL35","3, 2",""
"SSS 2006","OffshoreProvider","SouthBoatsSpecialProjectsLtd","SouthBoatsSpecialProjectsLtd","OffshoreWindPowerMarineServicesLtd","UK","May2006AnoffshorelogisticalsupportvesselforOffshoreWindPowerMarineServicesLtd, ofConwy, NorthWales, wasthisyearbuiltbySouthBoatsSpecialProjectsLtd. OffshoreProviderisaSouthCatamaran44/14mAlloyWFSV","15m","","","","","20,00kg","Scania","DI1265M","2",""
"SSS 2006","OISSPatroller","Alnmaritec","Alnmaritec","OilInternational","-","8March2006OISSPatrollerepresentstheculminationinthedevelopmentoftheWaveHandlerclass, fromshipbuilderAlnmaritec. Thevesselisanaluminiumalloycatamaranwhichasbeendesignedinconjunctionwithanumberofmajoroilfieldoperatorspecificallyasanin-fieldsupportcraft","9.15m","26knots","","N/A","","N/A","Cummins","6BT5.9","2","Naval Vessel"
"SSS 2006","OlympicOctopus","AkerYardsSøviknes","Rolls-RoyceUT-Design","OlympicShipping, Fosnavåg, Norway","Norway","October2006TheRolls-Royce-designedUT712L, OlympicOctopus, multi-functionalanchorhandlingtugsupplyvesselisownedbyOlympicShipping, basedinFosnavåg, inNorway, andoperatesonalongtermcontractoBP. OlympicOctopus, builtbyAkerYards, Søviknes, featuresthefullrangeofnewRolls-Royceoffshoresolutions, includingsystemsformakingdeckworkeasierandsafer, DP2dynamicpositioning, andarimdrivetunnelthruster","78.3m","18knots","","approx3050tonnes","","","Rolls-RoyceBergen","40L12P","2",""
