FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2011","28Defiant","MetalSharkBoats","","USCoastGuard","US","June2011MetalShark’s28Defiantaluminiumresponseboatmadenotableripplesin2011, notonlyintermsofitsdesignbutaspartofoneofthemoresizeableandsignificantUSmarinecontractsoftheyear","9.5m","40knots","","","","3.78tonnes","Honda","BF225AKXA","2","Naval Vessel"
"SSS 2011","BanrionUladh","BalticWorkboats","BalticWorkboats","DepartmentofAgricultureandRuralDevelopment, NorthernIreland","UK","December2010Patrollingcoastalwatersonfrequentandlengthymissionsoftenecessitatesovernightshiftsforhard- workingandlong-sufferingcrew. Overthepastfewyears, Europehaswitnessedanincreasingnumberofcallsforahigherdegreeofergonomiconsiderationwhenitcomestopatrolboatdesign, amidfearsthatexcessiveonboardnoiseandvibrationscouldbeaddingtothefatiguelevelsofcrewmembers, andleadingtosubsequentpoorperformance","25.9m","26knots","","74tonnes","","52tonnes","MTU","10V200M72","2","Fishing Vessel"
"SSS 2011","CaspianProvider","Simek","Rolls-RoyceMarine / Ulsteinvik","TopazEnergyandMarine","Dubai","July2011BasedonRolls-RoyceMarine’sUlsteinUT755design, apopularsupplyshipblueprintsinceitsinceptionin1996, the73.6mloaplatformsupplyvesselCaspianProvider, whichwasdeliveredtoDubai-basedTopazEnergyandMarine, representsanewspinontheprovenconcept","73.6m","14.95knots (@4.2m)","","2471tonnes","","5065tonnes","Rolls-Royce","33L8P","2","Supply Vessel"
"SSS 2011","ChristopherWheatley","HikeMetalProducts","RobertAllanLtd","ChicagoFireDepartment","USA","April2011Oddasitmayseem, until2011theChicagoFireDepartment, US, reliedsolelyona1949-builtfireboat, VictorL. Schlaeger, topatroltheChicagoRiver, LakeMichiganandthesurroundingharbourswithinthevicinityoftheWindyCity. Thedepartmenthasnowrevampeditsfire-fightingcapacitywiththedeliveryoftheRobertAllan-designedChristopherWheatley, constructedtotheCanadiandesigner’sRAnger2700classconcept, whichmadeitsdebutinApril2011. ThevesselwasnamedtocommemorateChristopherWheatley, afirefighterwholosthislifeinthecourseofdutyin2010","27.43m","13knots","","179.9tonnes","","230tonnes","Caterpillar","C32","2",""
"SSS 2011","CWindAlliance","CTrukBoatsLtd","CTrukBoatsLtd","CWind","UK","October2011Youcouldn’tgetawayfromoffshorewindfarmsupport (OWS) vesselsthisyear; thisburgeoningindustryisbecomingoneofthesmallvesselsector’smodernsuccesstories, andlooksetocontinueoverthenexthreeyearsatleast. However, designerandbuilderCTruksBoatscaughtSignificantSmallShips’ eyein2011withthelaunchofCWindAlliance, which, alongsideherprototypeAsherah, haschallengedtheconceptoftheOWSvesselasameremeansoftransferringwindturbinefarmtechniciansfromshoretothefacilities","18.5m","30knots","","","","24tonnes","Cummins","QSM11","2","Research Vessel"
"SSS 2011","Elastec1","Alnmaritec","Alnmaritec","PetroChina","China","May2011Elastec1representsthefirstofaduofoilpollutioncontrolboats, designedandconstructedbyUKboatbuilderAlnmaritec, fordeliverytoChineseoilmajorPetroChina. ThelattergrouphasdeployedElastec1andhersistervessel, Elastec2, atitsrefineryterminalinTianjin, China, withthegoalofkeepingtheareasenvironmentallyfriendlyaspossible, enablingthecompanytoactfastoclearupanyspillsorleaksinthevicinity, aswellasensuringthathesurroundingwatersarekeptclearofloatingarbage","10.8m","7knotsMainengine(s)","","","","9.5tonnes","Betamarine","Beta90","2",""
"SSS 2011","GuanXiaoErHao","WangTakEngineering & Shipbuilding / GuangdongHongshenShipbuilding & Engineering","RobertAllan / WangTakEngineering & Shipbuilding","DongguanFireServicesDepartment","China","November2011Asianshipyardshavecontinuedtoenjoyawinningstreakofsmallvesselorders, andthedeliveryofGuanXiaoErHaototheDongguanFireServicesDepartment, China, inNovember2011showsthatinnovationalsoremainsapremiumforbuilderswithinthisterritory","46.4m","17knots","","","","850tonnes","Caterpillar","3516B","2","Fire Fighting Vessel"
"SSS 2011","HornblowerHybrid","HornblowerCruisesandEvents","Dejong & Lebet","HornblowerCruises & Events","USA","October2011Therehasbeenagreatdealoftalkthisyearaboutharnessingrenewablefuelsourcestopowersmallvessels, withthemarineindustryprojectingamixtureofoptimismandstudiouscynicismconcerningthefeasibilityofsuchprojects. Ontheonehand, alternativefuelmodesarereadilyavailableandhavebeendemonstratedonselectvessels; ontheother, criticsclaim, thehighcostsincurredbyreplacingtraditionaldiesel-enginepowerendermanypotentialdesignsunworkable","51.2m","12knots","","","","","Scania","D16","2","Ferry"
"SSS 2011","IevoliOrange","SelahShipyard","S.P.E.C","MarnaviOffshoreSrl","Italy","January2011Witharangeof200 nauticalmilesandabollardpullof60tonnes, the50manchorhandling, tugsupply (AHTS) vesselIevoliOrangeisequippedforanchorhandlingandlong-rangetowage. ItalianshipoperatorMarnaviOffshoreSrltookdeliveryoftheAHTSinJanuary2011fromSelahShipyard, aTurkishshipbuilderbasedinTuzla, Istanbul, aspartofitsplanstobolsteritsoffshorefleetwithigh- specification, up-to-datevessels","49.98m","12.5knots","","943tonnes","","1467.8tonnes","Wärtsilä","9L20","2","Supply Vessel"
"SSS 2011","NB569 / Interceptor16M","NSundin, Dockstavarvet","NSundin, Dockstavarvet","Russianpilots","Russia","July2011Asanall-aluminiumconstruction, capableofachievinganeye-wateringtopspeedof50knots, theDockstavarvet-designedandbuilt, 17.2mInterceptor16Mclasspatrolboatreallypushedthenvelopein2011. LooselybasedontheSweden-basedyard’spreviousCombatBoat90Hmodel, whichashiftedapproximately250unitsworldwide, theInterceptor16Mwasprimarilydevelopedtocombineahigh-speedsolution, forcoastalpoliceforcestocombatcrimewithrapidresponse, withacompactvesselarrangementprovidingbasicaccommodationforasmall, four-mancrew","17.2m","50knots","","","","20tonnes","MAN","D2842LE416","2","Naval Vessel"
