FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2004","Aremiti 5","Austal","Austal","Aremiti Cruise","Tahiti","March 2004 SpecificallydesignedandbuiltomeetherequirementsofTahitianferrycompanyAremitiCruise, theAustalAutoExpress56catamaranAremiti5isavesselwellequippedtohandlethedemandingchallengesofprovidingavitalferryservicebetweentheFrenchPolynesianislandsofPapeete, Morea, andBoraBora","56.0m","35knots, 90dwt, 90% MCR","","1900gt","","","MTU","16V400 M70","4","Naval Vessel"
"SSS 2004","Batello Ecologico","Cantieri Navali Di Donna srl, , Gaeta, , Italy","3S Consulting, , Rome, , Italy","Ministry of Environment","Italy","November 2003 ( (first craft) ) ThisvesselwasdevelopedfromrequirementsgivenbytheItalianMinistryoftheEnvironment, forsurfaceoperationsinspecificoastalareas, specificallyforemovingrubbishandfloatingdebrisfromenvironmentallyprotectedareas","9.55m","25knots","","10.64tonnes","","5.75tonnes (fulload)","VolvoPenta","AD31SX (sterndrive)","2",""
"SSS 2004","Black Tor II","VT Halmatic Ltd","VT Halmatic Ltd","Padstow Harbour Commissioners, , Cornwall","UK Totalnumberofsistershipsalreadycompleted...Nil","2004 BlackTorIIisbasedontheSeries7, 9.0mhullcommerciallydevelopedbyRTKMarineandinusewiththeUKMinistryofDefenceandMCA. Thehullincorporatesahighlevelofrigidfoambuoyancy, enablingthecraftoremainafloatanduprightifswamped. Thevesselwillalsowithstandtakingthegroundandryingout, remainingstableinallsituations, withnosterngeardamage","15.68m","12knots","","","","18tonnes","Ford","MermaidMajestic","2","Ferry"
"SSS 2004","Breuil","Scheepswerf De Hoop Lobith","Scheepswerf De Hoop Lobith","Socatra","France","January 2004 TheAirbuscorporationinToulousehasdevelopedanewtypeofaircraft, theA-380. ThevariouspartsoftheaircraftarefabricatedalloverEuropeandtheassemblyandtestfacilitiesareinToulouse","75.00m","","","","","","Caterpillar","3508BDI-TA","3",""
"SSS 2004","Di Bartolo","Intermarine","Intermarine","Guardia di Finanza","Italy","2003- -2006 Intermarine, ownedbytheRodriquezCantieriNavaligroup, deliveredthefirstofaseriesofiveMV11535mvessels, namedDiBartolo. ThesevesselsareallfortheGuardiadiFinanza (theItaliancustomspolice)","35.50m","35knots","","","","","MTU","16V396TB94","2","Naval Vessel"
"SSS 2004","Esvagt Corona and Esvagt Capella","Astilleros Zamakona","Esvagt, , Astilleros Zamakona, , Ole Steen Knudsen","Esvagt A/ /S","Denmark","September and October 2004 SpanishshipyardZamakonathisyeardeliveredthefirstoftwouniquemergencyrescueandresponsevesselstoEsvagtA/SinDenmark. EsvagtCoronastartedworkintheNorthSeainlateSeptember, followedamonthlaterbyhersistervessel, EsvagtCapella","44.03m","","","850gt","","","Caterpillar","3421C","4",""
"SSS 2004","Flagman","Pella Leningrad Shipyard JSC","Spetzsudoproject","MMTP","Russia","December 2003 TheStPetersburg-basedshipyardPellaLeningradShipyardJSChasforanumberofyearsbeenspecialisinginsmallshipsproduction, aswellasGRPcraftbuilding. ForthefirstimeinRussia, itisclaimed, thisyardhastartedtoproducethelatestmoderntugs","25.4m","12knots","","188gt","","390tonnes","VolvoPenta","D25AMT","2","Tug"
"SSS 2004","Indee","Cheoy Lee Shipyards Ltd","Robert Allan Ltd","BHP Billiton Ltd/ /Teekay Shipping Ltd","Australia","March 2004 ThisZ-TechdesignwasconceivedandevelopedbyRobertAllanLtdinresponsetothechallengesposedbyPSAMarineforanewandversatileclassoftugboatformajorportoperationsworldwide. Theobjectivewastocreateadistinctivenewdesignthatwouldrepresentabreakthroughintugtechnology, athesametimeavoidinganygimmicksthatdidnotofferarealimprovementinperformanceandsafety","27.4m","12.8knots","","325gt","","530tonnes","Caterpillar","3516B-HD","2","Tug"
"SSS 2004","Jonathan Rozier","Bollinger Shipyards Inc","Bollinger Shipyards Inc","Tidewater Inc","USA","February 2004 InFebruarythisyearBollingerShipyardsInc, ofLockport, USA, deliveredJonathanRozier, thethirdofour68m, 4750bhpsupplyboatstoTidewaterInc, NewOrleans. ItfollowsthedeliveryofLousteauTideandDevilleTide, fromBollinger'snew220classoffshoresupportvessels (OSV), designedforTidewaterbyBollinger. Thefourthvessel, BourgeoisTidewasdeliveredinApril2004","68m","11.5knotsFuelconsumption","","300gt","","1342tonnes","Caterpillar","CAT3516","2",""
"SSS 2004","Kassir, , Dastoor, , Mahroos","Austal","Austal","Government of Kuwait, , Ministry of Interior","Kuwait","March 2004 Austalhasdesigned, constructedandeliveredthree22mpatrolboatstotheKuwaitCoastGuard (KCG). Inadditiontothreecrew, Kassir, Dastoor, andMahroos, caneachcarry41peopleandwillbeusedprimarilyforthetransportofKCGcrewandpersonneltoutlyingislandsatspeedsofapproximately25knots","21.6m","25.0knots","","81.3tonnes","","","MTU","12V183TE92","2","Naval Vessel"
"SSS 2004","Lake Express","Austal","Austal","Lake Express LLC","USA","1 June 2004 ThenewAustalAutoExpress58catamaranLakeExpressecureditsplaceinhistoryon1JunewhenitbecamethefirstfastferrytocarryvehiclesandpassengersincommercialservicewithintheUnitedStates, creatingamarinefreewayacrossLakeMichiganintheprocess","58.4m","39knots","","","","","MTU","16V400 M70","4","Ferry"
"SSS 2004","Lexington","Tidewater Skanska Inc","Vosta LMG","Cottrell Contracting Corporation Building","USA","Summer 2004 CottrellContractingCorp, adredgingcontractorbasedintheUSA, addedanewmedium-sizedcuttersuctiondredgertoitsfleetofdredgersathendofthesummer. VostaLMGdesignedthisdredger, namedLexington. ThevesselwasbuiltincooperationwithCottrellContractingCorpatheTidewaterSkanskaIncshipyardintheUSA","60.96m","","","500gt","","","","","","Dredger"
"SSS 2004","Libas","Fitjar Mek Verksted AS","Vik- -Sandvik AS","Lie Management AS - - Libas AS","Norway","2004 NorwegianshipyardFitjarMekaniskeVerkstedrecentlycompleteda94mpelagicpurseseiner/trawlerforLibasAS. ThevesselLibasisbasedonanewhullformdesignedforaspeedof20knotsinloadedconditions. Thisisthe10thpurseseinerLarsOlavandPederLiehaveorderedfromthedesigncompanyVik-SandvikAS","94.00m","20.4knots","","","","","Wärtsilä","12V32","1","Fishing Vessel"
"SSS 2004","Luzolo","Chantiers Piriou","Rolls- -Royce Marine","SURF","Brazil","Beginning 2004 The69.7manchorhandlingtugsupplyvessel, Luzolo, wasdeliveredtoFrenchoffshoreoperatorSURFfordutiesintheoffshoreoilfieldsoffthewestcoastofAfricathebeginningofthisyear. Thisall-steelAHTS, builtbyFrenchyardChantiersPiriou, wasdesignedbyRolls-RoyceMarine","69.66m","16knots","","2400gt","","","Bergen","BRM6","4",""
