FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2018","Armand-ImbeauII","ChantierDavieCanadaInc","ConceptNaval","thesistervessel, Jos- DeschenesII, leftDavie’syardsoonafter","Canada","June2018HailedasthefirstLNG-poweredferrytohavebeenbuiltinNorthAmerica, the92mArmand-ImbeauIIhasalsobeendescribedbyQuébec’sChantierDavieCanadaInc. as “pavingthewayinsettinganewenvironmentalstandardforthentirecontinent”","92m","","","2,867tonnes","","3,500tonnes","Wärtsilä","6L20DF / 9L20DF","2 / 2","Naval Vessel"
"SSS 2018","Bürgenstock","ShiptecAG","ShiptecAG","SchiffahrtsgesellschaftdesVierwaldstättersees","Switzerland","April2018BuiltoprovideafastandcomfortableconnectionforguestsandemployeesoftheBürgenstockResortinSwitzerland, theshuttleferryBürgenstockhasbeentaskedwithademanding17hoursofoperationdaily, sevendaysaweek, providingaservicebetweentheresortandthecitycentreofLucerne, takinginLakeLucerne","38m","19knots","","","","110tonnes","Scania","DI16070M","2","Ferry"
"SSS 2018","CapdeFer","CantiereNavaleVittoria","MesEngineering","EnterpriseportuairedeSkikda","Algeria","March2018VittoriaShipyard’spledgetodiversifyfurtherintotugproductionresultedintheMarch2018deliveryofCapdeFer, anASDtugcompletedforAlgeria’sSkikdaPortAuthority, situatedinthecountry’snorth-west, closetotheborderwithTunisia. TheItalianboatbuildermanagedtofendoffrivaltendersfrom14internationalboatyardstoscoopthiscontract, aspartofchairmanLuigiDuò’sambitionstoaddtugstoitsrosterofofferings, whichastraditionallymoretypicallyincludedpatrolandSARcraft, plusmalltankersandfishingboats","26m","12.5knots","","340tonnes","","592tonnes","ABC","6DZC","2","Tug"
"SSS 2018","CleanJacksonville","ConradOrangeShipyard","BristolHarborGroup","ToteMaritimePuertoRico / FossMaritime","US","BristolHarborGroup (US, hulldesign); GTT (France, forthecargo-containmentandcargo-handlingdesign); GasEntec (SouthKorea, handlingthecontrolandautomationsystemdesign); andDHIndustries (DHI) (Netherlands, reliquefactionsystemdesign)","","","","","","","","","","LNG Carrier"
"SSS 2018","Clementine (A2V-25-CB)","AdvancedAerodynamicVessels","AdvancedAerodynamicVessels","PeschaudInternational","Gabon","January2018TherevolutionaryshapeofthenewgenerationoftransportationvesselsdevelopedbyAdvancedAerodynamicVessels (A2V) isintendedtosafelytransferships’ weightfromwatertoairsolelybyusingthewindgeneratedbytheboat’speed. Thispassiveaerodynamicsupportrepresentsbetween30-60% ofoverallship’sweightatcruisingspeed, A2Vsays, dependingontheapplication. “Insteadofightingagainstheapparentwindlikeconventionalfastvessels, theA2Vvesselusesitoalleviateitself,” thegroupsays","15.64m","44knots","","61.07tonnes","","19.5tonnes","Scania","DI13072M","2","Research Vessel"
"SSS 2018","DameVeraLynn / BenWoollacott","RemontowaShipbuildingSA","KeelMarineLtd (concept) / LMGMarin (detail)","TransportforLondon / BriggsMarineContractors","UK","November2018Thelow-emissions, double-endedferriesDameVeraLynnandBenWoollacotthaveprovidedawelcome, greenboostotheUKcapital, bolsteringTransportforLondon’s (TfL’s) multi- millionpoundupgradetothehistoricWoolwichcrossing – adaytimeserviceconnectingeastandsouth-eastLondon, andoneresponsibleforcarryingover2.6millionpassengersand1millionvehicleseveryear, operatedonbehalfofTfLbyBriggsMarineContractors","62.6m","9.5knots","","1,750tonnes","","1,618tonnes","Cummins","QSK19","2",""
"SSS 2018","EcoCat","MetaltecNaval","m2Ingenieria","CommercialMarineNorthCoast","Spain","October2018Summer2018provedtobearealscorcher – and, asuch, theidealtestingroundforthefirstEcoCatsolar-powered, all-electricferry. ThevesselwasoriginallyproducedonspecwiththeaimofspearheadinganewbreedofenvironmentallyfriendlyetoperationallyefficientboatswithintheMediterranean – anareablessedbyamplesunshine, whichtheEcoCatcanconvertintofuel","18.25m","9.5knots","","78.48tonnes","","37.35tonnes","Torqeedo","DeepBlue80i","2","Ferry"
"SSS 2018","EddaMistral","GondánShipbuilders","Rolls-RoyceMarine","ØstensjøRederiA/S","Norway","inthiscase, bothvesselshavebeenplacedundercontractwithØrsted (formerlyDongEnergy) foraninitialperiodofiveyears","82m","13.5knots","","4,873tonnes","","5,181tonnes","MTU","16V400 M63L","4",""
"SSS 2018","Enhydra","AllAmericanMarine","TeknicraftDesign","RedandWhiteFleet","US","August2018TheongoingreencraftechrevolutionhaspreadtotheUS, withAugust2018witnessingthedeliveryofthe39mEnhydra – hailedasthelargestaluminium-hulled, lithium-ionbatteryhybrid-poweredvesselinNorthAmericatohavebeenbuiltunderUSCoastGuard (USCG) SubchapterKcertificationtodate. DesignedbyTeknicraftDesignofNewZealandandconstructedbyAllAmericanMarineintheUS, thevesselcommencedoperationsinSeptember, underthecontrolofRedandWhiteFleet","39.3m","13.6knots","","<100tonnes (USCGdefinition)","","","Cummins","QSL9","2","Supply Vessel"
"SSS 2018","Fregate","DamenShipyards","DamenShipyards","DutchDredgingDeBoer / IskesTowage & Salvage","FrenchGuiana","May2018TheReverseSternDrive (RSD) WIDTug2915HybridFregateisauniqueharbourtug, designedtoprovideasinglevesselthatisafullyfunctionaltugwith42.5tonnesofbollardpull, fittedwithawaterinjectiondredging (WID) systemthatenablesitomaintainthedepthsoftheharboursofCayenneandKourouinFrenchGuiana","29.2m","12.2knots","","434tonnes","","577tonnes","Caterpillar","Type3512C","2","Dredger"
"SSS 2018","GlobalProvider","JesseEngineering","ElliottBayDesignGroup","MaxumPetroleum","US","March2018DesignedbyElliottBayDesignGroup (EBDG) ofSeattle, andbuiltbyJesseEngineeringofTacoma, GlobalProvideristhefirstvesselofitsdesignandsizeforownerMaxumPetroleumandwillbeusedtodeliverfuelandlubeoiltoshipoperatorsinthePacificNorthwest","39.62m","11.5knots","","99tonnes","","885.99tonnes","Cummins","QSK19M","2","Barge"
"SSS 2018","HalunderJet","AustalPhilippines","AustalShipsPtyLtd","LarouzioShippingCompanyLtd / FördeReedereiSeetouristikGmbH & Co","Germany","April2018DeliveredtoFördeReedereiSeetouristik (FRS) ofGermanyinApril2018, thehigh- speedcatamaranHalunderJet (akaAustalHull418), or ‘PassengerExpress56’, representsanewconceptfromAustal’sAustralia-basedesignteam. Innovative, notablefeaturesincludeanoptimisedhullformthathasbeendesignedtominimisebothfuelconsumptionandwakewash","56.4m","36knots","","1,231tonnes","","400tonnes+","MTU","16V400M63L","4",""
"SSS 2018","HMSMagpie","SafehavenMarine","FrankKowalski","RoyalNavy","UK","May2018UsingoneofitsownestablishedWildcat60/18mcatamarandesigns, SafehavenMarinedevelopedHMSMagpieinacontractosupplythelargestvesselintheUKMinistryofDefence’s ‘SeaClass’ VAHANAprogrammefor38boats, awardedtoprimecontractorAtlasElektronik (AEUK)","19m","25knots","","","","38,00kg","Yanmar","6AYM","2","Research Vessel"
"SSS 2018","JiangMen","WangTakEngineering & ShipbuildingCo. Ltd / GuangdongHongshenShipbuilding & EngineeringCo. Ltd","IncatCrowther","JiangMenHongKongMacauJointPassengerTransportationCo. Ltd","China","July2018InJanuary2017, WangTakdeliveredtheye- catching, 199-paxferryShiZiYang7forDongguanHumenLongweiPassengerFerryCo. (seeSignificantSmallShipsof2016, pages60-61)","40m","","","386tonnes","","","MTU","12V200M72","2","Ferry"
"SSS 2018","MaryAnning","BlythCatamarans","BlythCatamarans","SwanseaUniversity","UK","December2018December2018sawUKbuilderBlythCatamaransdeliveran18.5mloasurveyvesseltotheDepartmentofBiosciencesatSwanseaUniversity. ChristenedMaryAnning, afterthenineteenthcenturyEnglishfossilhunterandpalaeontologist, the £1.3million (US$1.66million) vesselwillprimarilybeusedtoconductlocalwaterandwildlifestudiesandtoundertakecoastalsurveyandmappingwork","18.5m","28.4knots","","","","32tonnes","MAN","V8-100","2","Research Vessel"
"SSS 2018","MedXXIV","MedMarine (EregliShipyard)","RobertAllanLtd","MedMarinePilotage & Towage","Turkey","June2018MedXXIVwasthefirstunitobedeliveredinasix-vesselseries, designedbyRobertAllanLimited (RAL) exclusivelyforMedMarineandesignatedRAmparts2300-MMtugboats. TheseASD-typevesselsaredesignedforharbourandterminaloperations, aswellascoastaltowing","23m","","","289tonnes","","","Caterpillar","3512C","2","Tug"
"SSS 2018","MuninS1200Open","Norsafe","Norsafe","Norsafe","Norway","N/A combinationofR&DandfeedbackfromilitaryandprofessionalendusersiscreditedwithinfluencingthedevelopmentofNorsafe’snewMuninS1200Openmodel – which, asitsnamesuggests, offersanopen-deckvariantonthecompany’sexistingMuninS1200closedcockpitdesign","12.03m",">65knots (dependingonpropulsionsystem)","","","","","","","2or3","Passenger Ship"
"SSS 2018","OPH/969/D","OphardtMaritim","NorsonDesignWorks","GermanGovernmentAgency","Germany","March2018 (firstvessel) Apartnershipbetweenhigh-speedboatdesignerNorsonDesignandGermanboatbuilderandaluminiumspecialistOphardtMaritimhasresultedinaseriesofmulti-sized, customisableRIBsbalancinghigh-speedefficiencywithlow- weight, comfortablerunning. TheOphardtPrecisionHull (OPH)/969/Disthe9.7mversionofthiseries, whichspansasizerangeof7-12m, andwhichiscapableoftopspeedsurpassing60knots (the ‘D’ denotestheincorporationofD-ringfendering). AllRIBsintheseriescanbecustomisedtosuitspecificenduserequirements/missions, andarepredominantlyaimedataprofessionaluserbase, withintendedapplicationsvaryingfromspecialoperationstogeneralpatrolduties","9.69m","60knots","","","","3.4tonnes","300Yamaha / 400Mercury","","2",""
"SSS 2018","PacificoVoyager","CompositeShipbuilding","AlbatrossMarineDesign","Privateclient","Russia","September2018Althoughthemainpurposeofthe19.9mloaPacificoVoyager – thedebutmodelinAlbatrossMarineDesign’s (AMD’s) PV199class – istoserveasanexpeditionyachtonthefareastsideofRussia, thisvesselhasbeendesignedwithahighdegreeoflexibility, enablingitobeutilisedalternativelyasatourvessel, adivesupportplatformandeven, potentially, aresearchvessel","19.9m","18knots","","","","34tonnes/ 45tonnes","Doosan","L126TIM","2","Ferry"
"SSS 2018","Raju","BalticWorkboats","BalticWorkboats","EstonianPoliceandBorderGuardBoard","Estonia","August20182018sawbatterypoweradoptedbyawiderangeofvesseltypes, fromfishingboatsandfastferriestoffshoresupportvessels. JoiningthisuserbasewastheEstonianPoliceandBorderGuardBoard, whichtookdeliveryofthe44.6multipurposepatrolvesselRajuinAugust – reportedlyitsfirstbattery-fuelledhybridvessel","44.6m","27knots12knots (purelectricmode)","","445tonnes","","260tonnes","MTU","16V400M63","2","Naval Vessel"
"SSS 2018","RedJet7","WightShipyardCo","One2three","RedFunnel","UK","July2018BuiltinEastCowesbyWightShipyardCo. (WSC), RedJet7representsaninvestmentof £7million (US8.9million) byRedFunnelinitsroutebetweenSouthampton, ontheUKmainland, andWestCowes, ontheIsleofWight","40.73m","38knots@85% MCR","","","","101.5tonneslightship","MTU","10V200M72","4",""
"SSS 2018","RPA8","ScheepswerfGebr. Kooiman","KooimanEngineering","PortofRotterdamNV","Netherlands","January2018Avesselcapableofconductingitstasks “safely, smoothlyandsustainably” wastheremitforthePortofRotterdamAuthority’sJanuary- deliveredpatrolboat, RPA8. Thealuminiumboatwasdesignedtoperateathighspeedswhilereducingfuelconsumptionandproducingaminimalquantityofemissions","25m","18.9knots","","","","58tonnes","MANRollo","D2676LE424","2","Naval Vessel"
"SSS 2018","R/Virginia","MeridienMaritimeReparationofMatane, Quebec","JMSNavalArchitects","VirginiaInstituteofMarineScience","US","September2018The28.4m × 8.5mR/VirginiawasorderedtoperformoceanographicresearchinChesapeakeBayandmid-Atlanticoastalwaters, andoffersflexibilityinoutfitting, allowingforhighutilisationandaffordabledayrates. Thevesselhasalsobeendesignedtoeasilyadaptoevolvingscientificresearchareasuchaswindenergydevelopmentsurveys, environmentalimpactstudies, sedimentstudiesandtheservicingofoceanobservingsystems","28.35m","11.1knots","","253tonnes","","234.70tonnes (lightship) 289.57tonnes (fulload)","Cummins","QSK19M","2","Research Vessel"
"SSS 2018","Scotia","MacduffShipYard","MacduffShipDesign","ABP","Scotland","January2018Thedual-purposevesselScotiarepresentsaninterestingmixofpilotvesselandharbourworkboat, andavaluableadditiontotheScottishportsofAyrandTroon","12.75m","12.2knots","","","","40tonnes (approx.)","JohnDeere","6068SFM85","2","Tug"
"SSS 2018","SeaPuffin1","EsbjergShipyardA/S","ESNAS","WindPartnerAS","Norway","likeherwildlifenamesake, herplannedlifespanwillprimarilybespentawayfromshore, inopen-seaconditions","15.9m","25knots","","27tonnes","","16tonnes (max)","Cummins","QSB6.7M","2","Supply Vessel"
"SSS 2018","SeastreakCommodore","GulfCraftLLC","IncatCrowther","SeastreakLLC","US","March2018Measuring45minlengthandboastingthecapacityfor600passengers, SeastreakCommodorehasbeenheraldedasthehighest‑capacityUSCoastGuardK-classedfastferrybuiltodate, andhasprovidedawelcomeboostoSeastreak’spassengerservices – bothwithinNewYorkCity (NYC), wheresheiscurrentlyservicinganumberofcommuteroutes, andinundertakingopen- sea, weekendexcursionstoMartha’sVineyardandNantucket. Thelatterserviceisbelievedtobeoneofthelongesthigh-speedferryrunsintheUS, ifnothelongest","45m","38knots","","86.6tonnes","","","MTU","12V400M64","4","Ferry"
"SSS 2018","SigridDunlap","HansenBoatCompany","HockemaWhalenMyersAssociates","DunlapTowingCompany","US","June2018WhendevelopingtheoceantugSigridDunlap, navalarchitectHockemaWhalenMyersAssociates (HWMA) turnedtothepastforinspiration, drawingon – and “evolving” – thedesignofits2002-builtugPhyllisDunlap. HWMAconcedesthat “outwardly, thetwoboatsappeartobenearlyidentical” – althoughtheJune2018-deliveredSigridDunlaphasbeenrefinedtoincorporatecurrentechnologiesintoherarrangement, leadingtoenhancementsrelatedtonboardcomfort, equipmentandenvironmentalcompliance","37.03m","14.5knots","","559tonnes (193tonnes, USRegulatory)","","1,163tonnes","Caterpillar","C175-16","2","Tug"
