FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2007","BocasDelToro","CheoyLeeShipyardsLtd","RobertAllanLtd","PanamaCanalAuthority","Panama","January2007ThefirsthreeofaseriesofnewZ-Tech600 clasship-handlingtugs, BocasDelToro, reportedfordutywiththePanamaCanalAuthorityinlateJanuary2007, withthesecondandthirdfollowinginFebruary. DesignedbyRobertAllanLtd, ofVancouver, Canada, thesenewhigh-performancetugsarebasedonthestandardsuccessfulZ-Tech600 classdesign, butwerespecificallyadaptedtotheoperationalneedsofACPforthebusiestshipchannelintheworld","27.40m","","","","","","Wärtsilä","9L20","2","Naval Vessel"
"SSS 2007","BourbonTrieste","ShipyardDeHoopLobith","-","BourbonOffshoreGreenmarManagement","France","27September2007TheNetherlands-basedbuilderShipyardDeHoopLobithdeliveredyardnumber422, BourbonTrieste, on27September2007, afterasuccessfulaunchinJune. The85multi-purposeROVandoffshoreinterventionservicevesselthensetsailforherfirstjobinEgyptforSonsub","85.2m","","","","","","","","4","General Cargo"
"SSS 2007","Bugsier6; Bugsier4; Bugsier5","ASLShipyard","KoorenShipbuildingandTrading","BugsierReedereiHamburg","Germany","Bugsier6, December2007;","28.30m","12knots","","","","456tonnes","Wärtsilä","8L20C","3","Tug"
"SSS 2007","BurakReis-3, SalihReis-4, KemalReis-5, MuratReis-7, MehmetReis-11","DamenShipyardsGorinchem","DamenShipyardsGorinchem","IstanbulMetropolitanMunicipality (IMM)","Turkey","March2007DamenShipyardsGorinchemdeliveredthenewSeaBuses, BurakReis-3andSalihReis-4, inMarch2007. Thesewerethefirstofaseriesofivefastpassengerferries, yardnumbers538721-538725, builtforIstanbulMetropolitanMunicipality (IMM)","42.90m","","","","","","Caterpillar","C32","4",""
"SSS 2007","DonInda","AstillerosZamakona","Rolls-Royce","MaritimeSafetyAuthority","Spain","January2007AnoilrecoveryandsalvagevesselforSpain’sMaritimeSafetyAuthority (SASEMAR), wasthisyearbuiltbySpanishshipyardAstillerosZamakona","80.60m","17.6knots","","","","","Bergen","40longstroke","4","Tug"
"SSS 2007","EddaFram","AstillerosGondanSA","SkipstekniskA/S","ØstensjøRederiA/S","Norway","June2007DesignedbyconsultantsSkipstekniskandbuiltbyAstillerosGondan, EddaFramisclaimedtobethefirstPSVwithdieselelectricVoithSchneiderpropulsionandthefirstwithintegratedrillcuttinghandlingsystems. BuiltforNorwegianownerØstensjøRederi, asistershipisalsosetfordeliveryin2009","85.80m","15.5knotson28tonnes/day","","3800gt","","","VoithPropellers","VSP36R6","2",""
"SSS 2007","ElyahandAssad","Grandweld","RobertAllanLtd","AbuDhabiNationalOilCo/AbuDhabiPetroleumPortsOperatingCo","UnitedArabEmirates","30September2007/Assad: 28October2007AbuDhabiNationalOilCo (ADNOC) hasnowreceivedfourtwinscrewazimuthsterndrive (ASD) type, mooringwork, andoilrecoveryboatsfromDubai-basedshipbuildingandrepairspecialistGrandweld, partoftheGMMOSgroup, inadealworthUS$15.1million. ThedealwasignedinAugust2006","19.80m","11.94knots","","124gt","","239.2tonnes","MTU","8V400 M60","2","Mooring Launch"
"SSS 2007","FarSapphire","AkerYardsLangsten","Rolls-Royce","FarstadShippingASA","Norway","December2007ThelatestvesseltocomefromtheclosecollaborationbetweenFarstadShippingandRolls-RoyceisFarSapphire, apowerfulvesselforanchorhandling, ROVoperations, andsubseaworkinultra-deepwater. FarSapphirewasbuiltbyAkerYardsLangsten, inNorway, withullsteelworkfabricatedatAkerYardsBraila, inRomania","92.70m","17.4knots","","7176gt","","","Rolls-Royce","40L8P","4withcatalyticonverters",""
"SSS 2007","FirstandTen","BollingerShipyardsInc","GuidoPerla & AssociatesInc","RigdonMarine","USA","August2007Thefirstof10newdiesel-electricRigdonGPA- 654platformsupportvesselswentintoserviceinAugust2007, andthisfirstvesselisnoworkingwithamajorinternationaloilcompanyoperatingintheUSGulfofMexico. ThevesselsarenamedtheRigdon400 seriesbecausetheycancarry400bblsofliquidmud, oneoftheirmainsellingfeatures","57.95m","13knots","","1600gt","","2824tonnesDraught","Cummins","2xCumminsKTA-50DM1; 1xCumminsKTA-19DM1","2x843kW360degazimuthingL-Drivethrusters; 1x843kWfixedL-Drivethruster","Supply Vessel"
"SSS 2007","Geograph","FjellstrandA/S","GlesværShipDesignA/S","GeoASA","Norway","October2007Geograph, yardno1678, wasbuiltbyFjellstrandA/S, ofNorway, andwasdeliveredinOctober2007. ThisROV/surveyvesselhasbeenconstructedwithdynamicpositioningandcanreachspeedsof17knots. ThevesselhasnowjoinedGeographShipping’subsidiary, GeoASA’s, fleetofoffshorevessels. ThecontractforthisagreementhadavalueofapproximatelyNkr130million","70m","17knots","","2600gt","","","Caterpillar","3612TA","2",""
