FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2017","AdamsLakeII","WaterBridgeSteelInc","","","Canada","May2017Whilecableandchainferryordersmayseemsomethingofararitythesedays, gapsinationalroadinfrastructures – aswellascongestedorestrictedroadroutes – meanthatdemandfortheselow-cost, low-tech ‘bridgeswithulls’ hasnotgonecompletely. InMay2017, theBritishColumbia (BC) MinistryofTransportation, Canadatookdeliveryofthefirstofournewdouble-endedcableferries, intendedtoservicetheremotewatersofAdamsLake, thesecondeepestlakeinBC. Locatedfarfromtheregion’stouristrail, thesevesselswillprovideameansforlocalcommuterstosafelycrosspointsofthelakebyautomobile","30m","","","158tonnes","","","JohnDeere","4045AFM","1","Naval Vessel"
"SSS 2017","Aditya","NavgathiMarineDesign & Construction","NavAltSolar & ElectricBoats","KeralaStateWaterTransportDepartment","India","January2017NavAlt’s75-paxsolarpassengerferryAditya, hailedasIndia’sfirstvesselofthistype, wasorderedbytheKeralaStateWaterTransportDepartment (SWTD), whichiseagertoinvestindiesel-freetransportsolutionsforthecountry’sbackwaters – notjustforthesignificantreductioninpollutionrisk, butbecausesuchsolutionsareconomicallyviable","21.18m","7.5knots(2x18kW@700rpm)","","39tonnes","","23.18tonnes","LeroySomer","","2","Ferry"
"SSS 2017","Alusafe1200TWJFRDC","MaritimePartner","MaritimePartner","HavilaShipping","Norway","November2017Despitetheoffshoredownturnofthepastfewyears, oilandenergyplatformaintenanceremainsanongoingconcernforsomecompanies, andemandremainsforvesselsthatcantransferoffshorepersonnelandtechniciansfromshoreorshiptothesefixed, deep-waterstructures – aswellasensuringtheirsafetyandbeingreadytoswingintoactioninthecaseofanemergency","12m","34knots","","","","","VolvoPenta","D6","2","FPSO"
"SSS 2017","Antarctic","AtlasTersanecilik","OffshoreShipDesigners","StreamShippingLtd","Russia","“Theminimumdraught, inalightoperatingcondition, ofapproximately2.5mfacilitatesaccesstotheshallowerpartsoftheCaspianSea.” Antarctic’sbeam, meanwhile, isintendedtoenhanceherstabilityatsea, offeringaplatform- typenvironmentforcrew. Thevesselhasbeenfittedwith10cabinsandcanaccommodate13crewmembersandeightpassengersduring ‘typical’, non-recovery/-rescueoperations","66.29m","12knots","","1,526tonnes","","","Cummins","QSK60-M","3","Supply Vessel"
"SSS 2017","BAPCarrasco","ConstruccionesNavalesPaulinoFreire","Skipsteknisk","MarinadeGuerradelPeru","Peru","March2017MarchsawPerutakedeliveryofaversatileresearchvesselwithcoreoceanographicandpolar-goingcapabilities, builtinorthwestSpainbyConstruccionesNavalesP.Freire. The95mBAPCarrascohasbeentakenonbythePeruvianNavytoundertaketasksuchashydrographic, biological, geologicalandphysiochemicalsurveys, plusearchandrescue (SAR), oilspillandisastersupport","95.3m","16.5knots","","5,716tonnes","","6,388tonnes","Caterpillar","Cat3516C","4","Research Vessel"
"SSS 2017","Bravo72","CheoyLeeShipyardsLtd","HowardApollonio (navalarchitecture) / Gurit (Asia-Pacific) Ltd, NewZealand (structuralengineering) / SylviaBolton (interiordesign)","CheoyLeeShipyardsNorthAmerica","US","December2016Representinga “synergyofsomeofthemostprominentechnologiesfoundinthemarineindustrytoday”, accordingtobuilderCheoyLee, theBravo72motoryachtclasswasdevelopedwiththeintentionofraisingthebarforfuel- efficientboating","23.44m21.95m (excludingsternplatform)","28knots","","","","42.6tonnes","VolvoPenta","IPS1050","2","Passenger Ship"
"SSS 2017","CarsonInterceptor950","ProbondMarineLtd","BarryCarson","Probondandothers","UK","April2017Primarilyaimedatcoastguard, lawenforcementagencyandnavalclients, theCarsonInterceptorangeofRIBs, thefirstofwhichwasdeliveredinApril2017, comesinthreecustomsizes, theircommonbondbeingacommitmentocombiningexcellentsea- keepingwiththecapabilityforbreakneckspeed","9.5m","70knots (approx.)","","","","6.5tonnes","Uptocustomer","Uptocustomer","1-3","Passenger Ship"
"SSS 2017","Dithmarschen","NSundinDockstavarvet","NSundinDockstavarvet","GeneraldirektionWasserstrassenundSchiffahrt / LotsenbrüderschaftZ.HLBV","Germany","December2017Dithmarschenisthefirstoftwo28mpilotboatsbuiltandesignedbyDockstavarvetfortheGermanGeneraldirektionWasserstrassenundSchiffahrt. Hersteelhullwasdesignedwithardchines, afull-lengthskeg, bulbstemandsquaretransom, andbuiltbyRigaShipyard, whilethealuminiumdeckhousewashandledbyAluspec","28.5m","14.3knots","","120tonnes","","125tonnes","Caterpillar","C32","1",""
"SSS 2017","Dux","AstillerosGondán","RobertAllanLtd","ØstensjøRederiAS","Norway","May2017BuiltatAstillerosGondán’syardinSpain, thedual-fueltugDuxrepresentsthefirstinRobertAllanLimited (RAL)’sRAstar400-DFdual-fuelLNG/dieselescortugclass, specificallydesignedforoperationsatStatoil’sMelkøyaLNGterminalatHammerfest, Norway, wheretemperaturescaneasilyplummeto -8⁰Corlower","40.2m","15knots","","1,056tonnes","","1,545.9tonnes","Wärtsilä","6L34DF","2","LNG Carrier"
"SSS 2017","Elbphilharmonie","PellaSietas","PellaSietas / SDC","HADAGSeetouristikundFährdienstAG","Germany","thelatterdesignedforminimalresistance, toimprovefuelefficiency","29.98m","","","","","","Scania","DI13","2","Ferry"
"SSS 2017","Elektra","CristS.A","Stogda (outlinebyDeltamarin)","FinFerries","Finland","June2017FinFerries’ newbuildingElektrarepresentsFinland’sfirstbattery-fuelledhybridferry, andthusamilestoneonthepathtowardscleanshipping. BuiltbyCristS.A. inPoland, Elektrabeganoperationsinsummer2017, traversinga1.6kmrouteintheFinnishArchipelago. Thehybridferryprovidesaglimpseofagreenerfutureforstate-ownedoperatorFinFerries, whichcarriesapproximately4millionvehiclesand10millionpassengersonits43routesaroundthecountry","97.92m","","","1,275tonnes","","","Scania","DI16075M","3","Ferry"
"SSS 2017","Emmanuel","CrispBros & Haywards","MøreMaritime","DeBruynTransport","Australia","August2017DeliveredinAugust2017, Emmanuelhasbeendescribedasthefirstpurpose-designedharvestvesselbuiltodate. Shewasdesignedandconstructedfor, andinconjunctionwith, theowner, DeBruynTransport, aTasmaniancompanyinvolvedwithmarineoperationsinthelocalaquacultureindustry. HeroleisdedicatedtoharvestingsalmonforlocalsalmonproducerTassal","36m","11.7knots","","672tonnes","","1,010tonnes","Cummins","KTA-38","1",""
"SSS 2017","ForthHope","DAbelsBristol (hull & machinery) / BabcockMarineRosyth (outfitting)","RWMarshall, FRINA","VineTrust","UK","July2017OnWednesday26July2017, VineTrust’snewfully-equippedmedicalship, ForthHope, setsailonanepictransatlanticvoyagefromBabcockInternationalinRosyth, Scotland, totheremoteAmazoniancityofIquitos, Peru","35m","10.2knots","","327tonnes","","270.5tonnes","Caterpillar","C12","1","Ferry"
"SSS 2017","Hydroville","BWSeacatLtd","IainWorrallo/StevenLee","CMBTechnologies","Belgium","November2017Hydrovilleisacustom-designedandbuilt14mhigh-speedisplacementcatamaran, andthefirstvesselsofarpassedbyaclassocietytoperatewithpassengersusinghydrogenfuelinherpropulsionengines, theburningofwhichproducesnoCO², particulatematterorsulphuroxides","","","","","","","","","","Naval Vessel"
"SSS 2017","JohnL. Behan","SilverShips, LLC","SilverShips, LLC","MontaukFireDepartmentandpartners","US","July2017July2017sawAlabama-basedboatbuilderSilverShipslaunchandeliveranewin-house- designed, multi-missionfireboatforMontaukHarborinEastHampton, NewYork – amodelintendedto “epitomiseinteroperability”, EastHampton’sTownPoliceDepartmentcommentedathetime","12.8m","45knots+","","","","8.26tonnes","Yamaha","","3",""
"SSS 2017","JupiterClipper / MercuryClipper","WightShipyardCo","One2threeNavalArchitects","MBNAThamesClippers","UK","June /August2017TheUK-builtwinsJupiterClipper (deliveredinJune2017) andMercuryClipper (followinginAugust2017) causedasplashonLondon’sRiverThameslastyear, bothliterallyandmetaphorically, asthemostechnicallyadvancedandenergy- efficientfastferriesintheLondonfleet, andasthefirstvesselsoftheirkindtobeconstructedintheUK. BothweredesignedandbuiltoaccommodatetheuniquetidalconditionsoftheRiverThames, takingintoaccountitshallowreachesandfamousbutoftenlowbridges","35.37m","","","","","","Scania","DI16072M","2","Ferry"
"SSS 2017","Klara1","TucoMarine","TucoMarine","AKVAMarineServices","Norway","July2017Klara1provedacaseofNorway’sTucoMarinemodifyingitsProZeroworkboatdesign – aflexiblebasethatcanbetailoredtoresultinavarietyofboatypes, includingcrewtransfervessels – tocreateanewtypeofdedicatedaquaculturevessel, developedtoundertakehigh-pressurecleaningofishingnetsintheNorwegianmarket","14.9m","34.8knots","","12.8tonnes","","22.8tonnes","VolvoPenta","D11","2","Fishing Vessel"
"SSS 2017","LunchBox","HorizonShipbuilding","IncatCrowther","HornblowerCruises","US","April2017InanexcitingtransportmovefortheBigApple, 2017sawtherolloutofabrandnewferrynetworkforNewYorkCity (NYC), with21neighbourhoodsetobeconnectedviawatertransitacrossthecitybythendof2018","26m","27knots","","","","75tonnes","Baudouin","6M26.3 (P3rated)","2","Mooring Launch"
"SSS 2017","MarcapTam1 / MarcapTam2","TorMarine","MacduffShipDesign","SaudiMarCap","SaudiArabia","March2017OneofthemostrecentinaseriesofcollaborationsbetweenScotland’sMacduffShipDesignandTurkishbuilderTorMarineresultedintwonewpilotvesselsmakingtheirwaytotheArabianGulfinQ2017","27m","18.1knots","","146tonnes","","167.4tonnes","Yanmar","12AYM – WGT","2","FPSO"
"SSS 2017","MO4","AluminiumMarineConsultantsLtd","WalkerMarineDesignLtd","MainprizeOffshoreLtd","UK","July2017DesignedbyWalkerMarineDesignsforMainprizeOffshore, MO4wasbuiltspecificallyforaneight-yearcontractatDeutscheWindtechnik’sNordergründewindfarm","22.59m","28knots","","68.36tonnes","","99.5tonnes","Caterpillar","C32","2","Container Ship"
"SSS 2017","MSDiamant","ShiptecAG","ShiptecAG","SchiffahrtsgesellschaftdesVierwaldstättersees","Switzerland","May2017DeliveredinMay2017, thefive-deckcruiseandeventshipMSDiamanthasbecomeanexclusiveattractionandlandmarkonLakeLucerne, Switzerland, featuringinnovativeinteriordesignandmanysignificantfeaturesuchastheNautilusroominthelowerdeck, whichprovidesightseeingintotheLakeWorld, thankstounderwaterwindows, andwhichasbeendesignedalongthethemeof20,00 LeaguesUnderTheSeabyauthorJulesVerne","63.5m","16.5knots","","","","340tonnes (empty) 440tonnes (fullyloaded)","Scania","DI13070M","2","Passenger Ship"
"SSS 2017","Murjan40","DamenShipyards","DamenShipyards","MurjanAl-SharqMarineServices","SaudiArabia","August2017ThedevelopmentofMurjan40, operatedbySaudiArabia-basedMurjanAl-Sharq, representsaneffortbyDamentoevolveitsDamenMultiCatplatform, addingshallowaterdredgingcapabilitiestothemix – reportedlyafirstfortheDutch-headquarteredboatbuildingiant","19.05m","9.2knots","","98tonnes","","224tonnes","Caterpillar","C-18TA/B","2","Dredger"
"SSS 2017","PA72","CompositeShipbuilding","AlbatrossMarineDesign","Privateandgovernment","Russia","“Thisallowsindependentproductionofstrategicproductsdespiteanyshortageofsparesandmaterials. ThebuildersaretryingtorelyondomesticmaterialswhenwedesignboatsfortheRussianmarket.” Forinstance, glass, resins, foamsandcarbonfibrecanbe ‘repurposed’ from, say, themilitaryaircraftsector, whereas, before2014, theywerelargelyimported","7.2m","37knots","","3.29tonnes","","2.8tonnes","Outboardengines","","1-2","Naval Vessel"
"SSS 2017","RTBorkum","PadmosStellendam","RobertAllanLtd","Rotortug","TheNetherlands","May2017The15mRTBorkumwasdesignedexclusivelyfordemonstrationpurposesandtrainingexercises, incorporatingtheRotortugconceptsoastoprovidetraineesarealisticexperienceofthesevesseltypes – forbothpotentialcrewmembers/tugpersonnelandcustomerswishingtoexperiencehowtheRotortugperformsandhandleswithintheirownterritories, andtotheirparticularoperationalrequirements","15m","10knots","","94tonnes","","133tonnes","Scania","DI09070M","3","Yacht"
"SSS 2017","SEACORPuma/ SEACORPanther","AstillerosArmon","IncatCrowther","SEACORMarine","MarshallIslands","September2017Whiletheoffshorewindfarmsupportmarkethasundergoneaslightlullinrecentyears, thisperiodhasprovidedarelativebreathingspaceforarchitectsandesignerstodevelopadvanced, morecost- effectiveandfastermeansoftransportingturbinetechniciansandequipmentbetweenshoreandwindfarm","57.3m","42knots","","","","580tonnes","Cummins","QSK95","4",""
"SSS 2017","Sleypnir","Rafnar","ÖssurKristinson/ PállEinarsson","Rafnar","Iceland","January2018Developedasamultipurposesupportvessel, Sleypnir, thefirstinRafnar’sFlengur850class, hasbeendesignedwithtransportabilityinmind, makingitrelativelysimpletodeploythevesselasatacticalcraftinanumberofdifferentandremotelocations – notleastbecauseofherlowdraughtof0.57m","8.5m","30knots","","","","3.6tonnes","VolvoPenta","251HTHBridgelectronics","1","Naval Vessel"
"SSS 2017","SpiritofRathlin","ArklowMarineServices","ArgyllMaritimeDesignServices","","UK","the22.5m, 1975-builtCannandthe18maluminiumpassengercatRathlinExpress, builtbyArklowMarineServicesoftheRepublicofIreland, in2009. Givenherage, NI’sdepartmentforInfrastructure (DFI) decidedlastyeartoretireCannandtocommissionanewcompanionforRathlinExpress. ArklowMarinewonthetenderforthisreplacementvessel, whichasubsequentlyenteredserviceasSpiritofRathlin","28.17m","10.5knots","","105.03tonnes","","259.4tonnes","Scania","DI13071M","2","Ferry"
"SSS 2017","TCSG-902","DamenShipyards","DamenShipyards","TurkishCoastGuardCommand","Turkey","June2017DamendevelopedtheSAR1906inconjunctionwiththeRoyalNetherlandsSeaRescueInstitution (KNRM), theDelftUniversityofTechnologyandDeVriesLentschNavalArchitects","19.45m","33knots+","","45tonnes","","37tonnes","MTU","8V200M84L1D","2",""
"SSS 2017","ThunderChild","SafehavenMarine","FrankKowalski","Safehaven","Ireland","N/ACapableofslicingthroughseastate4wavesathighspeedwithoutsacrificingstability, ThunderChild, theprototypeofSafehaven’snewXSV17class, wasdesignedandbuiltoundertakegruelingnavalandpolicework, fromhuntingdowntraffickersandprotectingoffshoresitesandharbourstodirectlyengaginginmilitaryencounters","17.5m","54knots","","","","13.9tonnes","Caterpillar","C12.9","2","Naval Vessel"
"SSS 2017","USVMaxlimer","HushCraftLtd","HushCraftLtd","Sea-KitInternational","UK","September2017USVMaxlimerisprimarilythebrainchildofUKcompanySea-KitInternational, whichdevelopedthisfirst-in-classmemberoftheSea-Kitvesselrangetoserveasanautonomousunderwatervehicle (AUV) mothership","11.75m","8knots","","","","11.5tonnes","HushcraftHybridSystem","Custom (DCgenerators)","2","Research Vessel"
