FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2022","470Regina","FabbricaItaliana","FIM /FerragniProgetti","Conﬁdential","Italy","August20228SIGNIFICANTSMALLSHIPSOF2022","15.1m","35knots","","","","17.5tonnes","VolvoPenta","D8IPS800","2",""
"SSS 2022","AquaHelix","DamenShipyardsGroup","DamenShipyardsGroup","OceanXpress","Netherlands","May202210SIGNIFICANTSMALLSHIPSOF2022","73.65m","39knots","","1,267tonnes","","","MTU","20V4000M73L","4",""
"SSS 2022","Asis8mWorkboatseries","AsisBoats","AsisBoats","Saipem","SaudiArabia","January202214SIGNIFICANTSMALLSHIPSOF2022","29.6m","21.6knots","","","","","PermanentMagnet","D- series","2",""
"SSS 2022","BlueRotterdam","DamenShipyardsGroup","DamenShipyardsGroup","BlueAmigo","TheNetherlands","November202216SIGNIFICANTSMALLSHIPSOF2022","42m","35knots","","","","170tonnes","MTU","MTU16V2000M86","3",""
"SSS 2022","ChaiJinda","SeacrestMarine","IncatCrowther","RoyalThaiPolice","Thailand","January202218SIGNIFICANTSMALLSHIPSOF2022","89.3m","","","7,093tonnes","","6,650tonnes","Caterpillar","CAT3512E","3","Mooring Launch"
"SSS 2022","EddaBreeze","GondánShipbuilders","SaltShipDesign","EddaWindAS","Norway","May2022","15m","24knots","","10.6tonnes","","14.95tonnes","Scania","DI13","2","Yacht"
"SSS 2022","Ekko","TucoYachtVærtt","TucoYachtVærfi","Kystdirektoratet(DanishCoastalAuthority)","Denmark","June202224SIGNIFICANTSMALLSHIPSOF2022","11m","50knots","","4.5tonnes","","","Suzuki","DF325outboards","2","Yacht"
"SSS 2022","Hunter","UltimateBoats","JohnMoxham","PoliceScotland","UK","June202226SIGNIFICANTSMALLSHIPSOF2022","29.85m","30knots","","187tonnes","","105.7tonnes","MTU","12V2000M96XShaft(2x2000PS)","2","Yacht"
"SSS 2022","Ikal","SunseekerInternational","SunseekerInternational","TBC","N /A","June202228SIGNIFICANTSMALLSHIPSOF2022","47.1m","14.85knots","","1,250tonnes","","1,636tonnes","MTU","16V4000M53","2",""
"SSS 2022","Jaywun","FreireShipyard","FreireShipyard","Environment","UAE","December202230SIGNIFICANTSMALLSHIPSOF2022","27.1m","12.3knots","","245tonnes","","401.89tonnes","Yanmar","6EY17w6- cylinder","2","Barge"
"SSS 2022","KaryaPaciﬁc2232","PT.KaryaTeknikUtama(KTU)","RobertAllanLtd","PT.KaryaPaciﬁc","Indonesia","October202234SIGNIFICANTSMALLSHIPSOF2022","72m","41knots","","","","507tonnes","MTU","16V4000M73L","4","Ferry"
"SSS 2022","KoreaPride","KangnamCorporation","IncatCrowther","KoreaExpressFerry","SouthKorea","May202236SIGNIFICANTSMALLSHIPSOF2022","16.8m","21knots","","34tonnes","","34.5tonnes","MAN","D2676LE477","2","Ferry"
"SSS 2022","MEDEM","NSundinDockstavarvet","NSundinDockstavarvet","Lotsbetriebsverein","Germany","February202238SIGNIFICANTSMALLSHIPSOF2022","34.5m","27knots","","320tonnes","","205tonnes(scantling)","MTU","16V2000M96","2","Fire Fighting Vessel"
