FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(t),MainEngineDesigner,MainEngineModel,NumberOfEngines,ShipType
"SSS 2015","Alusafe1100FIC","MaritimePartner","","MaritimePartner","Norway","N/AMakingitsdebutatheSeaworkInternationalExhibitioninJune2015, Alusafe’s1100fastinterceptorcraft (FIC) prototypecertainlycapturedvisitorattention – due, inpart, toitstrikinglivery, andthehighspeedsofferedbythisnewclassofpatrolboat","11.3m","60knots","","3.5tonnes","","","Mercury","Verado400","2","Naval Vessel"
"SSS 2015","AlyaMcCall","GulfCraft","IncatCrowther","SeacorMarine","US","October2015AsthefirstoftwonewcrewandsupplytransfervesselsdeliveredtoffshoreoperatorSeacorMarine, fordeploymentinSaudiArabia, the62.8mloaAlyaMcCallcapturedthemarinesector’sattentioninQ42015, raisingthebarforthesevesseltypesbydintofhersize","62.8m","38knots","","98tonnes","","700tonnes","Cummins","QSK-60","5","Supply Vessel"
"SSS 2015","Alysée","AlnmaritecLtd","AlnmaritecLtd","1drillrig,1seeder,1declumper,1grader, 1camgraderBridgelectronics","UK","May2015Alyséerepresentsthefirst (andpossiblyaone-off) inAlnmaritec’snew15.2maluminiumWaveFarmer1400musselfarmingboatclass, whichtheUKyardesignedandassembledforoperatorOffshoreShellfish. Thiserieshasbeendescribedasadevelopmentofthebuilder’sestablishedWaveTraincatamaranhulldesign, whichincludesfineforwardsectionsdevelopingintoamediumdeadrise, singlechinehullform. However, givenOffshoreShellfish’specificoperationalrequirementsofftheUK’south-westerncoast, Alyséehasbeencustomisedpreciselytomeethetasksathand","15.2m","20knots","","","","8.5tonnes (light)","Cummins","QSC8.3","2",""
"SSS 2015","AugustNærø","Dockstavarvet","PetterHåkansson","NorwegianNavy","Norway","June2015AugustNærøisthefirstinSwedishbuilderDockstavarvet’snewInterceptor20M (IC20M) class. TheIC20Misbasedonthegroup’spreviousIC16MandIC19Mpatrol /police / combatboatdesignranges, but, asitsnamesuggests, hasbeenenlargedtomeetgreateroperationaldemands, relatedtoloads, speedsandseakeeping","21.55m","48knots","","50tonnes","","43.7tonnes","MTU","10V200M94","2",""
"SSS 2015","Benreoch","VeecraftMarine","IncatCrowther","AfricaDivingServices","Nigeria","May2015SouthAfricanshipyardVeecraftMarinextendeditsreachintotheoffshoremarinesectorin2015withthecompletionandeliveryofanewave-piercingcrewtransfervessel (CTV) forNigeria’sAfricanDivingServices","30.35m","30knots","","162tonnes","","","Caterpillar","AcertC32","2",""
"SSS 2015","CleanHarbour1, CleanHarbour2","WangTakEngineering & ShipbuildingCo., Ltd","ShanghaiChizhouMarineTech. Ltd","DrainageServicesDepartment, HKSAR","China","March2015TheMarch2015launchofthefirstoftwodiesel- electricdrivensteelhullopen-topcontainervesselsCleanHarbour1andCleanHarbour2signifiedabolstertoHongKong’shybridpowerambitions. ThevesselsweredeliveredtoDrainageServicesDepartment (DSD), HKSARbythebuilderWangTakEngineering & ShipbuildingCo., Ltd","69.9m","11knots","","2,190tonnes","","3,400tonnes","Caterpillar","C32 /C18","2/ 1",""
"SSS 2015","CurtisMarshall","BMarshallMarineLtd","SCMcAllister","BMarshallMarineLtd","UK","March2015Formedin2010aspartofajointventurewiththedirectorofSubAquaDesignServices, Middlesbrough, UK-basedBMarshallMarineLtdwascreatedwithoneparticularaim – theself-financingandconstructionofavesseldesignedspecificallyforoffshoredivingsupport","26m","12.5knots","","110.97tonnes","","","Doosan","4V158TIH","2","Mooring Launch"
"SSS 2015","ErnstMeier-Hedde","Fassmer","Lütten / Freese","DeutscheGesellschaftzurRettungSchiffbrüchiger (DGzRS)","Germany","May2015ErnstMeier-Heddeisthefirstinaseriesofthreenewsearchandrescue (SAR) boatsbuiltbyFassmerfortheGermansearescueservice, theDGzRS, whichisonamissiontorejuvenateitsfleet","27.9m","24knots","","","","120tonnes","MTU","16V200 M72","2","Fire Fighting Vessel"
"SSS 2015","Gobbler290","GobblerBoatsLtd","GobblerBoatsLtd / LaurentGilesLtd","GobblerBoatsLtd","UK","N/AGobblerBoatshasunveiledtheprototypeversionofitsGobbler290classofoilspillrecoverycraft, designedtobetransportedbyroad, airandvesseltospillsitesinthequickestimeframespossible. LaunchedatSeawork2015, theprototypeofthisclassmanagestocombinecompactandlightweightdimensionswithcomplexandradicaloil-skimmingtechnology","8.85m","23knots","","3.75tonnes","","3.75tonnes","FNM (Steyr/Buch, dependingonoperationalscenarios)","300b","1",""
"SSS 2015","GustavAFKlint","Dockstavarvet","PetterHakansonMarine /DV","SwedishMaritimeAdministration (SMA)","Sweden","June2015TheDockstarvet-builtGustafAFKlintdoesnotsomuchrepresenta ‘first-in-class’ vessel, butmorea “specialised, one-offproject”, inthewordsofthebuilder’sCEO, AndersHellman","17.6m","12knots","","78tonnes","","54.24tonnes","VolvoPenta","D16","1","Research Vessel"
