FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2006","Alert","Remontowa SA","australia and usa Email: sales@austal.com","Trinity House","UK","10 April 2006","39.3m","17","","302tonnes","1","365tonnes","","",""
"SSS 2006","Arrow","VT Halmatic Ltd","Camarc Ltd","Falmouth Harbour","UK","November 2006","16.95m","","","","Nil","","","",""
"SSS 2006","Axebow 101; Axebow 102","Damen Shipyards","1.50m amidships","Ocean Team","Mexican","September 2006","15.40m","6","","","-","26.20tonnes","","",""
"SSS 2006","Bergen Star","RMK Marine","Rolls-Royce","Haugland Tankers","Norway","August 2006","33.57m","26","","1.4tonnes/m2","0","","","",""
"SSS 2006","Bourbon Orca","Ulstein Verft AS","6.20m","Bourbon Offshore Norway","Norway","2006","81.50m","212","","3600gt","-","6500tonnes","","",""
"SSS 2006","Cap Sigli","UNV","6.0m","Algerian port authority of","-","December 2005","77.0m","0","","Roller height 600mm","0","","","",""
"SSS 2006","Celtic Amara","Safehaven Marine","2.50m","Bob Morris","-","20 September 2006","28.00m","12.00","","369gt","2","","","",""
"SSS 2006","Chelsea","Ecocats Limited","John Bate/Miles Pinchin/ Derick Reynolds","Port of London Authority","UK (PLA Blue Ensign)","24 October 2006","11.73m","27","","","1","7500kg","","",""
"SSS 2006","Florence Mkhize (previously","Eraco Boat Builders","0.5m","Marine and Coastal","South African","May 2006","9.07m","0.24","","","1","3.9tonnes, fully equipped","","",""
"SSS 2006","FS Camille","Yardimici Shipyard","0.65m","Fouquet Sacop Maritime/ Eitzen Group","France","2006","3.25m","2540","","8.6tonnes","1","7.8tonnes","","",""
"SSS 2006","Gavea I","Rodriquez Cantieri Navali do","3900tonnes","Barcas SA","Brazilian","7 July 2006","76.10m","400","","2747tonnes","7","5668tonnes","Wärtsilä","6L20",""
"SSS 2006","Gleann Mor","Safehaven Marine","Flexible options to meet owner’s needs from functional aircraft type to fully open seating plan","Port of Cork","-","1 April 2006","48.52m","18","","","2","325tonnes","","",""
"SSS 2006","Gold Express & Silver","Austal","1.37m","L'Express des Iles SA","French","November 2005","13.10m","23","","","0","18,000kg","","",""
"SSS 2006","HMS Clyde","VT Shipbuilding","-","VT Shipbuilding/ UK Ministry of Defence","UK","October 2006","40.20m","38","","","-","","","",""
"SSS 2006","James Cook","Flekkefjord Slipp &","Skipstenknisk AS","The Natural Environment","British","31 August 2006","73.6m","21","","","-","","","",""
"SSS 2006","Mermaid Investigator","Cheoy Lee Shipyards","International Maritime","Mermaid Marine","Australian","March 2006","78.60m","180","","5400gt","-","","","",""
"SSS 2006","Milenium Tres","Incat","Revolution Design","Acciona Trasmediterránea","Spanish","September 2006","51.39m","12","","1265gt","2","1730tonnes (fully loaded)","","",""
"SSS 2006","Nakilat VI","Arab Shipbuilding and","Henderson International, Dubai","Kuwait Oil Tanker Co","Kuwait","6th November 2006","92.00m","7070","","","Nil","","","",""
"SSS 2006","NB543","Dockstavarvet","2.90m","Mexican Navy","Mexican","June 2006","31.85m","2","","377gt","-","566.73tonnes","","",""
"SSS 2006","NLV Pharos","Remontowa SA","Remontowa SA","Williams & Glyn's Leasing","UK","3 December 2006","9.4m","2","","","2","8400kg","","",""
"SSS 2006","Offshore Provider","South Boats Special","4.25m","Offshore Wind Power","UK","May 2006","79.20m","13.5","","3569tonnes","-","","","",""
"SSS 2006","OISS Patroller","Alnmaritec","Alnmaritec","Oil International","N/A","8 March 2006","15m","160","","","2","20,000kg","","",""
"SSS 2006","Olympic Octopus","Aker Yards Søviknes","0.40m","Olympic Shipping, Fosnavåg, Norway","Norway","October 2006","8.00m","2450","","N/A","Nil","N/A","","",""
"SSS 2006","Svitzer Al Safliya","Strategic Marine (S) Pte Ltd","6.3m","Svitzer Wijsmuller Halul LLC","Panama","Mid-2006","68.2m","135","","approx 3050tonnes","0","","","",""
"SSS 2006","The Evans","SeaArk Marine, Inc","SeaArk Marine, Inc/C Raymond","US Army Corps of Engineers","USA","June 2006","31.00m","69","","171gt","N/A","","","",""
"SSS 2006","UP1000","Umoe Schat-Harding","1.22m","Umoe Schat-Harding","Chinese","13 March 2006","12.80m","29.6","","N/A","5","30,000llb","","",""
"SSS 2006","WP 950","Westplast AS","0.508m","PGS Geophysical","Norwegian","March 2006","8.8m","4","","5.9gt","1","5.05tonnes","","",""
